Id,Name,Type,Profile,Image,Location,CorpStreet,ZipCode,City,Country,Tel,Fax,Email,LinkedIn,Facebook,Instagram,Twitter,Xing,Web,Product
63084,LeeWay Marine,corporation,"At LeeWay Marine, we’re enablers. Our team of experienced former Navy members and industry experts understand the importance of detailed mission planning and flawless execution. In combination with our expanding fleet of tactical support vessels, we have the most capable service offering in Atlantic Canada.
 
We support near, mid and offshore work in hydrographic surveys, technology testing, naval support training, sensor and data management, and science expeditions.     
","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B6, Stand 141",27 Parker Street ,B2Y 4T5,Dartmouth,CA,+1 902-4526558,,greg.veinott@leewaymarine.ca,https://ca.linkedin.com/company/leewaymarine,https://www.facebook.com/leewaymarine2015,,https://twitter.com/leewaymarine,,http://www.leewaymarine.ca,"LeeWay Odyssey
LeeWay Striker
"
60284,"LEEYOUNG SND Co., Ltd.",corporation,"LEEYOUNG SND Co., Ltd. founded in September 2010 is a research and development company that develops new technologies based on specialized technologies in the shipbuilding and marine industry.

We have developed and released a new product, “Korea Digital Sextant,” a navigation equipment that can calculate the current position of all ships while sailing. In addition, we have developed a “Damage Control System” that predicts the accident situation and impact in real time in case of a ship accident and effectively supports accident response decision-making.

Both of the above technologies have been certified as New Excellent Technology (NET) by the Ministry of Oceans and Fisheries, and in particular, “Korea Digital Sextant” was also designated as a Korea Innovative Product (KIP) by the Public Procurement Service.

By applying astronomical positioning technology, which is the basis of the developed technologies, we are currently developing a “Smart Solar System” and are conducting R&D to develop it into a product that can be used on land in the future.

LEEYOUNG SND Co., Ltd. is developing into a global marine specialized company that leads the competitive overseas market with the continuous development of new technologies that combine ICT technology with the shipbuilding and marine field.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B2.OG, Stand 162","#804, 555 Byeolmang-ro, Danwon-gu ",15434,Gyeonggi-do,KR,+82 10-9440-3248,,sjlim@leeyoungsnd.kr,,,,,,http://www.leeyoungsnd.com/e_main.php,"Korea Digital Sextant
"
57666,Leimec Oy,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B7, Stand 480",Tapionkatu 7,65230,Vaasa,FI,+358 10-2896800,,leimec@leimec.fi,,,,,,https://www.leinolatgroup.fi/en/,
55095,Leinolat Group Oy AB,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B7, Stand 480",Tapionkatu 7,65230,Vaasa,FI,+358 10-2896800,,leinolat@leinolat.com,,,,,,https://www.leinolatgroup.fi/en,
64464,LEMISSOLER CORPORATE MANAGEMENT LTD,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B4.OG, Stand 117",Ayias Zonis Street 17-21B,3027,Limassol,CY,+357 25-107000,,support@keelx.com,https://www.linkedin.com/showcase/keelx-education,,,,,https://www.keelx.com,
55096,Lerbs GmbH,corporation,"Seit gut einem Jahr Teil der Rubix Group, beliefert die Lerbs Gruppe seit über 70 Jahren Kunden in aller Welt zuverlässig mit Markenprodukten und gehört heute zu den größten Vollausrüstern in Deutschland. Ursprünglich als Großhändler für Eisenwaren und
Schiffsausrüstung gestartet, zählen heute Schifffahrtsunternehmen, Reedereien, Industrie, Handel, Handwerk und Kommunen zu unseren zufriedenen Kunden und werden von uns regelmäßig mit Arbeitsschutzausrüstung (PSA), Schrauben, NE-Metallen, Schweißtechnik, Betriebsbedarf, Werkzeugen, Maschinen und Geräten versorgt. 150.000 Artikel, die übersichtlich über Fachkataloge oder innovativ online über SUPPLIX E-Commerce-Systeme vertrieben werden.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B5, Stand 226",Handelshof 32,28816,Stuhr,DE,+49 421-8992-0,,ship@lerbs.de,,https://www.facebook.com/lerbsgruppe,https://www.instagram.com/lerbs_gruppe/,,,https://www.lerbs.de,
55097,Lethe GmbH,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__15066__240x240px/SM22_2022_228842_3507399_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__15066__480x480px/SM22_2022_228842_3507399_av.png
","Hall B5, Stand 214",Seehafenstraße 17,21079,Hamburg,DE,+49 40-742163-0,,info@lethe-hamburg.de,,,,,,https://www.lethe-hamburg.de,
54935,LEUTERT,corporation,"In 1985 LEUTERT acquired the engine indicator product line from Maihak. Thus manufacturing and supply of Diesel engine indicators has become a solid foundation for LEUTERT´s success. Our indicators are in use by all engine makers and on ships worldwide. Lately developed propulsion torque measurement for shaft power calculation completes our maritime product line, ensuring safe, economical and efficient performance of your engines.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A1, Stand 122",Schillerstraße 14,21365,Adendorf,DE,+49 4131-959-0,,sales.maritime@leutert.com,,,,,,http://www.leutert.com,
61097,LEWA GmbH,corporation,"LEWA - pumps and systems from the leading manufacturer
For more than seven decades LEWA has set the technical standards as a manufacturer of pumps and systems for fluid metering. Our focus lies on metering and process pumps, metering systems and complete systems for process engineering processes. Pumps from LEWA are used today in a wide range of industries, from the very sensitive food industry to petrochemistry and refinery. We plan and produce efficient and individualized system solutions for nearly all metering requirements, conveyance, mixing, or odorizing tasks.  ","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A2, Stand 247",Ulmer Straße 10,71229,Leonberg,DE,+49 7152-14-0,,lewa@lewa.de,https://www.linkedin.com/company/lewa-gmbh/,,,,,https://www.lewa.de,
64099,LFA Global PTE LTD,corporation,"Our company was founded in 1986 and runs its office and warehouse from a modern facility situated at Gul Lane, on the western part of Singapore.

With more than 30 years of experience in the marine industry, LFA Global is now one of the leading suppliers and distributors of industrial equipment and ship supplies.

LFA has partnered with the best in the industry and we are the official distributor/ agent for many world known manufacturers.

We are committed to offer our customers the best customer service in every aspect, delivering high-quality service and products. We have an unrelenting drive to meet customer's expectations.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B7, Stand 118",36 Gul Lane ,629430,Singapore,SG,+65 686-19998,,sales@lfaglobal.com,https://www.linkedin.com/company/lfa-global-pte-ltd/,,,,,https://www.lfaglobal.com,
60875,Libra-Plast AS,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B7, Stand 212",Raffelneset 12,6060,Hareid,NO,+47 700-95400,,office@libra.no,https://www.linkedin.com/company/libra-plast-as,,,,,https://www.libra.no,
55098,Liebherr-Components AG,corporation,"Your strong partner for the maritime industry

The Liebherr Components segment offers the right solution for a wide range of requirements. All the components are developed and produced particularly for onshore and offshore applications. Based on our flexible and scalable product system, we supply propulsion systems and components for ports and ships according to customer-specific requirements. The wide range of possible applications covers marine propulsion systems, ship and offshore cranes, harbour cranes, turrets and buoys, as well as winches for dredgers. High availability in operation, long spare parts availability and fast, reliable service ensure the performance of the terminal equipment.

Liebherr uses state-of-the-art manufacturing technologies to produce the high quality, extremely reliable and very durable components. These feature a particularly robust design to withstand even extreme environmental influences, such as large temperature fluctuations, vibrations and maritime environmental conditions.

Besides winches and slewing bearings for maritime applications, our portfolio further includes gear-boxes, combustion engines, fuel injection systems, axial piston pumps and motors, hydraulic cylinders, electrical machines, switchgear, electronics and power electronics. These components are used primarily in cranes, construction and mining equipment, wind turbines, aviation and transport technology.
An extensive after-sales programme, including the reconditioning of components, rounds our offer off.

In the spotlight of Liebherr’s trade fair presence are slewing drives, which offer an optimum balance between load capacity and torque due to the decades of experience and superior technical expertise.

Among the highlights are also our precision-fit gearboxes DAT250, DAT400 and DAT500. The scope of our services also covers customised developments. Be it a standard solution or a specific one – all of them pass through a rigorous testing at the Liebherr-own facilities. 

Finally, we are happy to present an optimally matched system, consisting of a slewing bearing and a drive, to minimize backlash.

Winches with electric and hydraulic drives are also on display. These are designed particularly for offshore or harbour cranes and are used for continuous operation in high-speed handling of containers, for example. The rope winches can be equipped with several spooling areas on the rope drum in order to operate several ropes. This and the application-specific design ensure reliable and safe operation under full load. In order to meet the requirements of environmental protection, the use of electric drives and alternative lubricants is advantageous, as these reduce noise emissions.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__12658__240x240px/SM22_2022_229224_3474680_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__12658__480x480px/SM22_2022_229224_3474680_av.png
","Hall A3, Stand 306",Kirchweg 46,5415,Nussbaumen,CH,+41 56296-43-00,,components@liebherr.com,https://linkedin.com/showcase/liebherr-components,,https://linkedin.com/showcase/liebherr-components,,,https://www.liebherr.com/components-maritime,"One heart and one soul: electric adjustment system for wind-assisted propulsion
"
55099,Liebherr-MCCtec Rostock GmbH,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A1, Stand 140",Liebherrstraße 1,18147,Rostock,DE,+49 381-60060,,maritime.cranes@liebherr.com,http://www.linkedin.com/company/liebherr-maritime-cranes,,,,,https://www.liebherr.com/en/deu/products/maritime-cranes/maritime-cranes.html,
55100,LightPartner Lichtsysteme GmbH & Co. KG,corporation,"Established by experienced specialists, LightPartner is one of the leading provider of marine lighting technology all over the world. As our customer, you have a range of products at your disposal that is unique in scope and quality − from the sophisticated special solution for luxury liners, over systems with particular requirements for offshore projects, to the standard luminaire for container vessels. We see ourselves as a creative, reliable and fair partner for shipyards, shipping companies and architects, with whom we cooperate on a basis of trust. ","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B6, Stand 115",Am Mohrenshof 7,28277,Bremen,DE,+49 421-871950,,info@lightpartner.de,https://www.linkedin.com/company/lightpartner-lichtsysteme-gmbh,,,,,https://www.lightpartner.de,
55101,Liguria Produce Marine Consortium,corporation,"Established in Genoa in 1987 by a small group of nine manufacturers from Liguria, 30 years on from its foundation the “LIGURIA PRODUCE MARINE CONSORTIUM” comprises today 18 companies specialised in the manufacturing of high-quality equipment for the marine and naval sectors.
With warehouses and workshops covering over 70,000 square metres, our member-companies employ more than 450 people overall, with a total turnover of more than 82 million euros.
All the 18 associated companies, leaders in the marine and naval industry, boast a lengthy experience in this field and are suppliers to the main boatbuilders, shipyards and superyacht yards in Italy and abroad, as well as to the main Military Navies, exporting their “Made in Italy” excellences all over the world.
Over the years the Consortium has provided its member-companies with invaluable support by promoting their products abroad, coordinating their participation in the main international shows, and, together with the companies, devising different promotional activities, including publishing group catalogues, organising stands at several international events, distributing promotional material and gadgets, and advertising in specialised magazines.
The small businesses behind our consortium are nowadays solid companies whose foreign exports account approximately for 50% of their total turnover, thanks to the progressive constant growth of their sales networks into ever wider markets, obtained through the combination of the highest quality standards and traditional “Made in Italy” design.
Besides this, the Consortium has always been a place where associates have come to exchange know-how, sales information and production techniques, promoting mutual cooperation and projects among the companies.
The range of products manufactured by our member-companies include: 
Aerials; Air conditioning systems ; Anchors ; Antifoulings and Coatings; Awnings, sprayhoods, sailcovers; Cathodic protection systems; Decorative and Safety signage; Deck accessories; Fabrics and upholstery accessories; Fenders, buoys, floats; Filters, valves, hydraulic fittings; Flags; Table and chair bases; Furnishing; Gangways, davits, deck machineries; Gas detetectors; Hatches, portholes, watertight doors; Life belts and life vests; Lock, hinges, handles; Navigation lights and interior lights; Refrigeration systems and ice makers; Safety equipment; Steering systems and controls; Steering wheels; Technical clothing; Toilet systems; Wipers and clear view screens 
","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B5, Stand 422",Via M. Lercari 18,16126,Genova,IT,+39 10-2471079,,info@liguriaproduce.com,https://www.linkedin.com/company/liguria-produce-marine-consortium/,,,,,https://www.liguriaproduce.com,"A group of marine equipment experts
"
64829,LIKYA REKLAMCILIK,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__16382__240x240px/SM22_2022_244146_3534616_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__16382__480x480px/SM22_2022_244146_3534616_av.png
","Hall FO.EG, Stand Entrances east, south, west, central",KOSUYOLU MAH KATIP SALIH SOK NO: 60,34718,Istanbul,TR,90,,info@likyareklamcilik.com.tr,,,,,,https://www.virahaber.com,
60876,Lilaas AS,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B7, Stand 311",Kongeveien 75,3188,Horten,NO,+47 330-31850,,lilaas@lilaas.no,,,,,,https://www.lilaas.no,
55103,Lindab A/S,corporation,"Lindab Marine has more than 40 years´ experience of supplying ventilation solutions to anything from cruise ships, yachts, ferries, navy ships, oil rigs to cargo ships. Our solutions are based on the same well-known, tested and documented products and has made us one or the world's leading suppliers to the HVAC industry. 

We supply ductwork, diffusers, cabin units, dampers, silencers and tailor made products providing a complete ventilation solution. In addition, we have developed a complete software package that assist you assist you to design, engineer and document the system.
","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B5, Stand 409",Langkær 20,6100,Haderslev,DK,+45 73-232323,,info@lindab.dk,https://www.linkedin.com/company/lindab-group/,,,,,https://www.lindab.com,
58425,Lindemann Marine Products Lindemann ApS,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A3, Stand 112",Svalehøjvej 7,3650,Ølstykke,DK,+45 48-141111,,info@lindemann.dk,https://www.linkedin.com/company/lindemann-performance-products,,,,,https://www.lindemann-marine.com,
55104,Lindenberg-Anlagen GmbH,corporation,"Lindenberg-Anlagen GmbH is an independent manufacturer of diesel and gas power generating sets for worldwide use in the marine and industrial sectors.

From standardized power generators to customized special generating sets to complete turnkey power stations – Lindenberg-Anlagen GmbH has the right solution for you, the fits your needs.

Our modularized Plug & Play CHP / CCHP Solutions are getting any centralized destrict micro grid with embedded CHP / CCHP Solutions.

Since 2018, our company is caucusing on future-oriented energy generation and energy storage in the Energy Storage Systems, Waste-to-Energy, multi fuel, hybrid power and micro grid solutions.
","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__12085__240x240px/SM22_2022_228976_3426447_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__12085__480x480px/SM22_2022_228976_3426447_av.png
","Hall A3, Stand 217",Hoffungsthaler Straße 41,51491,Overath,DE,+49 2204-481030,,marine@liag.de,https://de.linkedin.com/company/lindenberg-anlagen-gmbh,,,,,https://www.liag.de,
65362,Linsinger,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B3.OG, Stand 218",Dr. Linsinger Straße 23-24,4662,Steyrermühl,AT,+43 7613-8840,,g.schoen@linsinger.com,,,,,,https://www.linsinger.com,
57667,Lion Marine Group B.V.,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A1, Stand 111",Cypresbaan 14,2908 LT,Capelle aan den IJssel,NL,+31 1804-40720,,sales@lionbulkhandling.com,,,,,,https://www.lionmarinegroup.com,
58407,Liqtech Holding A/S,corporation,"LiqTech is the leader in the development, manufacturing, and supply of revolutionary silicon carbide ceramic technology for the purification of liquids and gasses. We have experienced an increasing demand for our high-quality marine filtration applications. 

We are experts in several areas:
- Marine scrubber water treatment system
- Open-loop scrubber conversion
- Diesel particulate filter for decarbonization","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B1.EG, Stand 312",Benshöj Industrivej 24,9500,Hobro,DK,+45 44986000,,info@liqtech.com,https://www.linkedin.com/company/liqtech/,https://www.facebook.com/liqtechinternational,,https://twitter.com/LiqTech,,https://liqtech.com/,"Marine Scrubber Water Treatment System
Open-Loop Scrubber Conversion
"
61264,Lisnave Estaleiros Navais S.A. (Mitrena Shipyard),corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B3.EG, Stand 207",Mitrena Shipyard ,2901-901,Setubal,PT,+351 265-799-100,,comercial@lisnave.pt,,,,,,https://www.lisnave.pt,
61380,LJM-Lind Jensen,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B1.EG, Stand 202",Kroghusvej 7,6940,Lem St.,DK,+45 97-343200,,ljm@ljm.dk,https://www.linkedin.com/company/527556/admin/,,,,,https://www.ljm.dk,
61098,Lloyd Dynamowerke GmbH,corporation,"Over 100 years of experience and passion, combined in a manufacturing company with the latest engineering and innovation - that is LDW.
We manufacture strong machines according to the individual requirements of our customers:
Three-phase motors, synchronous generators and DC machines are produced in complex manual work, with modern technology and in the highest quality - we develop the optimal solution for every project.
Our machines stand for stability and character. They impress with their high operational safety, durability and reliability - simply premium quality ""Made in Germany"".","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__13444__240x240px/SM22_2022_241365_3491399_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__13444__480x480px/SM22_2022_241365_3491399_av.png
","Hall B7, Stand 130",Hastedter Osterdeich 250,28207,Bremen,DE,+49 421-4589-0,,vertrieb@ldw.de,https://de.linkedin.com/company/lloyd-dynamowerke-bremen,,,,,https://www.ldw.de,
