Investor name,Website,Linkedin,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
eCoast Angels,http://www.ecoastangels.com/,,,,,,Angel network,,
EcoEnterprises Fund,https://www.ecoenterprisesfund.com/,,,,,,Other,,
Ecor Ventures,https://ecorventures.com,,"Austin, Texas, United States",USA,,,Family office,,
Ecotrust Forest Management,https://efmi.com/,,,,,,Other,,
ECS Angels,http://www.ecs-angels.com/,,,,,,Angel network,,
Eden Block,https://www.edenblock.com/,,Israel,Israel,,,VC,,
Eden Ventures,https://www.edenventures.co.nz/,,Widenmayerstr. 29 80538 Munich Germany,"UK,Germany",,,Other,,
Edenred Capital Partners,https://www.edenredcapitalpartners.com/,https://www.linkedin.com/company/edenred-capital-partners/,"London, England, United Kingdom","UK,France","3. Early Revenue,4. Scaling",,Corporate VC,"$1,000,000 ",
Edge Investments,https://edge.uk.com/,,,,,,Other,,
Edison Partners (Australia),https://www.edisonpartners.com.au/,,Australia,Australia,,,Other,,
Edition Capital,https://www.editioncapital.co.uk/,,,,,,Other,,
Edovate Capital,http://www.edovatecapital.com,,,,,,,,
EDP Ventures,https://www.edpventures.vc/,,"Lisbon, Lisboa, Portugal",Portugal,,,Corporate VC,,
Educapital,https://www.educapital.fr/,https://www.linkedin.com/company/educapital_vc/,"5 rue de l'Echelle, Paris","France,UK,Germany,Spain,Denmark,Sweden,Italy,Norway,Poland,Austria,Switzerland,Belgium,Netherlands","3. Early Revenue,4. Scaling",We invest in European startups across all segments of Edtech,VC,"$500,000 ","$2,000,000 "
EduImpact,https://www.eduimpact.fi/,,,,,,Other,,
EduLab Capital Partners,https://www.edulabcapital.com/,https://www.linkedin.com/company/edulabcapital/,"One Boston Place, 36th Floor 201 Washington Street Boston, MA 02208 USA","USA,Japan","4. Scaling,5. Growth","EduLab Capital Partners is a seed-stage venture capital firm focused on learning and workforce technologies, investing in business models that transcend the traditional education landscape.",VC,$0 ,$0 
EdVentures by Nahdet Misr Publishing Group,https://www.nmedventures.com/,,"Gîza, Al Jizah, Egypt",Egypt,,,Corporate VC,,
EES Ventures,http://www.eesventures.com/,,,,,,,,
Effective Investments,https://efi.ua/,,,,,,Corporate VC,,
eFounders,https://www.efounders.com/,,,,"2. Prototype,3. Early Revenue",,Startup studio,,
Eiffel Investment Group,https://www.eiffel-ig.com/,,France,France,3. Early Revenue,,VC,,
Eight Roads,https://eightroads.com/en/,https://www.linkedin.com/company/eight-roads/,UK,"UK,USA,France,China,Japan,India,Israel,Canada",3. Early Revenue,,VC,,
Eighteen94 Capital,https://www.1894capital.com/en_US/home.html,,"Battle Creek, Michigan, United States",USA,,,Corporate VC,,
eLab VC,https://elabvc.com/,,,,,,,,
Elah Fund,https://www.elahfund.com/,,,,"3. Early Revenue,4. Scaling",,VC,,
Elaia,https://www.elaia.com/,https://www.linkedin.com/company/elaia-partners/,"21 rue d'Uzès, 75002 Paris","France,Belgium,Spain,UK","2. Prototype,3. Early Revenue,1. Idea or Patent,4. Scaling","We invest in European digital & deep tech startups, from early stage to growth development.",VC,"$300,000 ","$10,000,000 "
Eldridge Industries,https://www.eldridge.com/,,,,,,Other,,
Eleanor Venture,https://www.eleanor.vc/,,Australia,Australia,,,Other,,
Electronova Capital,https://www.electranovacapital.com/,,,France,,,Other,,
Elefund,https://www.elefund.com/,,,,,,,,
Element Partners,http://www.elementpartners.com/,,USA,USA,3. Early Revenue,,VC,,
Element Ventures,https://elementventures.vc/,,,UK,,,VC,,
Elementum Ventures,https://elementum.vc/,,,,,,,,
Elementz Ventures,https://elementzventures.com/,,Hong Kong,USA,3. Early Revenue,,VC,,
Elephant,https://elephantvc.com/,,,,,,,,
Elevar Equity Management,https://elevarequity.com/,,,,,,Other,,
Elevat3 Capital,https://elevat3.vc/,,,UK,,,VC,,
Elevate Capital,https://elevate.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Elevator Fund,http://www.elevatorfund.com,,,,"2. Prototype,3. Early Revenue",,VC,,
Ellerston Capital,https://ellerstoncapital.com/,,Australia,Australia,,,Other,"$20,000,000 ",
Elliptic Ventures,https://www.elliptic.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Elysian Capital,https://www.elysiancapital.com/,,,UK,,,VC,,
Elysium Venture Capital,http://elysium.vc/,,USA,"China,USA",3. Early Revenue,,VC,,
Embark Ventures,https://www.embark.vc/,,USA,USA,2. Prototype,,VC,"$250,000 ",
Emerald Media by KKR,http://emeraldmedia.asia/,https://www.linkedin.com/company/emerald-media-advisors-limited,"Mumbai, Maharashtra, India",India,,,Corporate VC,,
Emerald Technology Ventures,https://www.emerald-ventures.com/,https://www.linkedin.com/company/emerald-technology-ventures/,"Seefeldstrasse 215, Zurich, 8008, CH","USA,Canada",3. Early Revenue,"We invest in the areas of energy, water, industrial IT, advanced materials, recycling, mobility, robotics, and agriculture.",VC,,
Emerge Education,https://emerge.education/,https://www.linkedin.com/company/emergeeducation,"Edspace, Falkirk Street, London, London N16HQ, GB","UK,Germany,France,Sweden,Denmark,Norway,Finland,Netherlands,Belgium,Austria,Poland,Czech Republic,Spain,Portugal,Italy,Ireland","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in European founders that are bridging the gap between talent and opportunity. #edtech #education #future of work,VC,"$300,000 ","$500,000 "
Emergence,https://www.emcap.com/,,"San Mateo, California, United States",USA,,,Other,,
Emergent Medical Partners,http://www.emvllp.com/,,,,,,VC,,
Emergent Ventures,http://www.emergent.vc/,,,,,,,,
Emerson Collective,https://www.emersoncollective.com/,https://www.linkedin.com/company/emerson-collective,"Palo Alto, California, United States",USA,,,Family office,,
Emery Capital,http://emery.capital/,,,,"2. Prototype,3. Early Revenue",,VC,,
Emmett Partners,http://www.emmettpartners.co,,,,,,,,
Empire Angels,http://empireangels.com/,,,,,,Angel network,,
Empiricus Capital,http://www.empiricuscapital.com,https://www.linkedin.com/in/empiricus,"New York, New York, United States",USA,,,Family office,,
Zeno Capital Partners,http://www.zeno.capital/,,,,,,,,
Enauto Ventures,https://www.enauto.io/,,,,"3. Early Revenue,4. Scaling",,VC,,
EnBW New Ventures,https://www.env.vc,https://www.linkedin.com/company/18194553/,"Karlsruhe, Baden-Wurttemberg, Germany",Germany,3. Early Revenue,,Corporate VC,,
Encomenda Smart Capital,https://encomenda.com/,https://www.linkedin.com/company/encomenda-vc,"Calle Muntaner 499, Entresuelo 4ª, 08022, Barcelona, Spain","Spain,Portugal","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in Iberian Startups (Spain+Portugal) in early and seed stage,VC,"$75,000 ","$350,000 "
Encourage Capital,http://encouragecapital.com/,,,,,,,,
Endeavor Catalyst,http://www.endeavorcatalyst.org/,,"New York, New York, United States",USA,,,Corporate VC,,
Endeavour Vision,http://www.endeavourvision.com/,,,,,,VC,,
Endeit Capital,https://www.endeit.com/,,Netherlands,Netherlands,3. Early Revenue,,VC,,
Endiya,https://endiya.com/,,India,"USA,Israel,Canada","2. Prototype,3. Early Revenue",,VC,,
Endurance Investments,http://endinv.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Endure Capital,http://www.endurecap.com/,,USA,"USA,Israel,Canada",3. Early Revenue,,VC,,
Volta Energy Technologies,https://plusvolta.com/,,,,,,,,
Energize Ventures,https://www.energize.vc/,,,,,,,,
Energy & Environment Investment,http://www.ee-investment.jp/en/index.html,,,Japan,,,VC,,
Energy Innovation Capital,https://energyinnovationcapital.com/,https://www.linkedin.com/company/energy-innovation-capital/,,,,,,,
EnerTech Capital,https://www.enertechcapital.com/,,,,,,,,
Enfuro Ventures,https://www.enfuro.nl/,,,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
Engel Ventures,http://www.engelventures.com,https://www.linkedin.com/company/engelventures/,"Santa Barbara, California, United States",USA,,,Family office,,
Engelhardt Kaupp Kiefer & Co.,https://ekkco.de/en/home/,,"Stuttgart, Baden-Wurttemberg, Germany",Germany,,,Corporate VC,,
Engie New Ventures,http://www.engieventures.com,,"Paris, Ile-de-France, France","USA,France,Israel",3. Early Revenue,,Corporate VC,"$2,000,000 ",
Eniac Ventures,https://www.eniac.vc/,,"New York, New York, United States",USA,,,VC,,
Enlightened Hospitality Investments,https://ehi.fund,,"New York, New York, United States",USA,,,Corporate VC,,
Ennovance Capital,http://www.ennovance.com,https://www.linkedin.com/company/ennovance-capital-llc/,"Philadelphia, Pennsylvania, United States",USA,,,Family office,,
Enso Ventures,https://www.ensoventures.com/,,UK,"USA,UK",3. Early Revenue,,VC,,
Enter Capital,https://enter.capital/company-overview/,https://www.linkedin.com/company/enter-capital,"San Francisco, California, United States",USA,,,Family office,,
Enterprise Equity,https://www.enterpriseequity.ie/,,Ireland,USA,3. Early Revenue,,VC,"$250,000 ",
Entrée Capital,https://www.entreecap.com/we,,UK,"USA,Israel,UK","2. Prototype,3. Early Revenue",,VC,,
Entrepreneur First,https://www.joinef.com/,,,UK,,,"Incubator, Accelerator",,
Entrepreneur Invest,https://www.entrepreneurinvest.com/,https://www.linkedin.com/company/entrepreneur-venture/?viewAsMember=true,"37 avenue Pierre 1er de Serbie, Paris, 75008 France","France,Belgium,Germany,Spain,Italy","5. Growth,6. Pre-IPO,4. Scaling","We invest in Late Venture, Growth Capital and Buy-Out operations with investment tickets from €2M to €10M.",PE fund,"$2,000,000 ","$10,000,000 "
Entrepreneurs Fund,http://www.entrepreneursfund.com/,,,,,,VC,,
Entrepreneurs Roundtable Accelerator,https://www.eranyc.com/,,"New York, New York, United States",USA,,,Other,,
Entropy Ventures​,https://entropyventures.io/,,,Hong Kong,,,VC,,
Envision Ventures,https://www.envision-group.com/en/ventures.html,,,,,,,,
Eos Venture Partners,http://www.eosventurepartners.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Epic Ventures,https://epicvc.com/,,"Salt Lake City, Utah, United States",USA,,,Other,,
EPIcenter,http://www.epimemphis.com/,,,,,,Angel network,,
Epidarex,http://www.epidarex.com/,,UK,"UK,USA",3. Early Revenue,,VC,,
Episode 1,https://www.episode1.com,https://www.linkedin.com/company/episode-1-ventures,"112-116 New Oxford Street, 4th Floor, London, WC1A 1HH, GB",UK,"3. Early Revenue,2. Prototype",We invest in UK-based B2B software startups at pre-seed and seed stage. ,VC,"$300,000 ","$3,000,000 "
Epsilon Venture Partners​,https://epsilonventurepartners.com/,,,Hong Kong,,,VC,,
EQT Ventures,https://www.eqtventures.com/,,Sweden,"USA,Sweden,UK,Netherlands","2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Equal Ventures,http://equal.vc/,,,,,,,,
Equilibra Partners Management,https://www.equilibra.us/,https://www.linkedin.com/company/equilibra-partners-management-llc?,"New York, New York, United States",USA,,,Family office,,
Green Bay Ventures,https://www.greenbayventures.com/,,,,,,,,
Equinor Technology Ventures,https://www.equinor.com/en/how-and-why/statoil-technology-invest.html,,"Stavanger, Rogaland, Norway",Norway,,,Corporate VC,,
Equitech Ventures,https://www.equitechventures.com/,,,,"3. Early Revenue,4. Scaling",,VC,,
EQx Fund,https://eqxfund.com/,https://www.linkedin.com/company/eqx-fund,"100 State Street, Boston, MA 02109","USA,Canada","2. Prototype,3. Early Revenue,4. Scaling",We invest in technology and life science startups with incredible management teams known as leaders in their field directly or through our partners angel group the Boston Harbor Angels. ,VC,"$50,000 ","$100,000 "
Ericsson Ventures,https://www.ericsson.com/en/about-us/ventures,,"Santa Clara, California, United States",USA,3. Early Revenue,,Corporate VC,,
Escalar,https://www.escalar.vc/,https://www.linkedin.com/company/escalarvc/,"Mexico City, Mexico","Mexico,Colombia,Chile,Peru,Argentina,Honduras,Costa Rica,Dominican Republic","2. Prototype,3. Early Revenue",We invest in latin-american startups in early stage.,Angel network,"$5,000 ","$20,000 "
Esco Ventures,https://www.escoventures.com/,,Singapore,"USA,Singapore",3. Early Revenue,,Corporate VC,,
Eshbol Ventures,http://www.eshbol.com,,,,"2. Prototype,3. Early Revenue",,VC,,
ESQvest,http://esqvest.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Essence VC,http://www.essence.dev,https://www.linkedin.com/company/essence-venture-capital,"Seattle, WA","USA,Australia,Bangladesh,Belarus,Belgium,Canada,Czech Republic,China,Hong Kong,Taiwan,Ukraine,Poland,South Korea,UK,France","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in developer tools and data infrastructure companies at the earliest stages (pre-seed to A).,VC,"$100,000 ","$250,000 "
Essex Bio-Technology,http://www.essexbio.com/,,,Hong Kong,,,VC,,
EstBAN,http://www.estban.ee/,,,,,,Angel network,,
ETF Partners,https://etfpartners.capital/,https://www.linkedin.com/company/environmental-technologies-fund---etf/,UK,"UK,France","3. Early Revenue,4. Scaling",,VC,"$1,000,000 ",
Eudaimonia Capital,http://www.eudaimoniacapital.com/,https://www.linkedin.com/in/evdemon/,"Foster City, California, United States","USA,Israel,Canada",,,Family office,,
"Eudemian Ventures, LLC",https://www.eudemian.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Eugene M. Lang Entrepreneurial Initiative Fund,https://www8.gsb.columbia.edu/entrepreneurship/resources/lang-fund,,,USA,,,Other,,
Eurazeo,https://www.eurazeo.com/en,,,"USA,China,Brazil,France",4. Scaling,,Corporate VC,"$15,000,000 ",
Eureka! Venture,https://www.eurekaventure.it/,,,UK,,,VC,,
Rocket Internet,https://www.rocket-internet.com/,,,,,,"Incubator, Accelerator",,
Eutopia,http://eutopia.vc/,https://www.linkedin.com/company/eutopiavc/,"5 rue saint Joseph, 75002 Paris","France,USA,UK,Germany,Belgium,Spain,Italy,Ireland,Luxembourg,Netherlands,Switzerland,Denmark,Norway,Sweden,Portugal,Finland","3. Early Revenue,4. Scaling","We invest in consumer startups that are good for me, good for the planet and good for society, with €1M-10M annual revenues;",VC,"$2,000,000 ","$5,000,000 "
EV Private Equity,https://www.evprivateequity.no/,,Norway,"Israel,USA,Canada",,,VC,,
EVC Ventures,http://evc.ventures/,,,,"2. Prototype,3. Early Revenue",,VC,,
Evergreen Venture Partners,http://www.evergreen.co.il/,,,,"5. Growth,6. Pre-IPO",,VC,,
Everhaus,https://ever.haus/,,Indonesia,Indonesia,2. Prototype,,VC,,
Evli Growth Partners,https://egp.fi/,,Finland,Finland,3. Early Revenue,,VC,,
EVO Venture Partners,https://www.evoventurepartners.com/,,,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
Evok Innovations,http://www.evokinnovations.com/,,Canada,"Israel,USA,Canada",3. Early Revenue,,VC,,
Evolem Start,https://www.evolem.com/philosophie-dinvestissement/evolem-start/,https://www.linkedin.com/company/evolem/,6 Quai Saint Antoine 69002 Lyon,France,"3. Early Revenue,4. Scaling","We invest in all types of early stage startups with some revenue, a bold vision for societal impact, and a complementary founding team. 

We are a generalist family office. In the past, we've invested in Consumer Insurtech, Consumer Fintech, Sales Tools, Customer Service Management tools, Proptech, EdTech, AdTech",Family office,"$150,000 ","$3,000,000 "
Evolution Equity Partners,https://evolutionequity.com/,https://www.linkedin.com/company/evolution-equity-partners,"10 East 53rd Street, 18th Floor, New York, New York 10022, US","USA,UK,Israel,Germany,France,Czech Republic,Spain,Sweden,Norway,Canada","3. Early Revenue,4. Scaling,5. Growth",We invest in Cybersecurity and Enterprise software businesses.,VC,"$5,000,000 ","$25,000,000 "
Evolution Media Capital,https://www.evolutionmediacapital.com/,,,,,,Other,,
Evolution VC Partners,http://www.evolutionvc.com,,,,"3. Early Revenue,4. Scaling",,VC,,
Evolve,https://evolvetechnology.se/en/services/ventures,https://www.linkedin.com/company/evolve-technology-sweden-ab/,"Götgatan 15, 411 05 Göteborg, Sweden","Sweden,Norway,Denmark","2. Prototype,1. Idea or Patent,3. Early Revenue,4. Scaling,5. Growth","We invest in software companies. Partnering up with Evolve means letting go of a bit of your company. But to us, it’s important that you stay in control. It’s your startup, let us help you during your first crucial months. Our partnerships with startups are all about building long-term value. We follow your journey for as long as you want.

Your success is our success.
Together we evolve and stand strong.",Corporate VC,"$115,000 ","$500,000 "
Evonik Venture Capital,https://venturing.evonik.com/sites/venturing/en/,,"Hanau, Hessen, Germany","USA,Canada,Germany",3. Early Revenue,,Corporate VC,,
Excalibur Fund Managers,http://excalibur-group.co.uk/portfolio,,UK,"USA,UK",3. Early Revenue,,VC,,
Exceed Capital,https://exceedcapital.com.au/,,,,"4. Scaling,5. Growth",,VC,,
Excel Venture Management,http://www.excelvm.com/menu/,,USA,USA,3. Early Revenue,,VC,"$1,000,000 ",
Excell Partners,http://excellny.com/,,,USA,,,Other,,
Expansion Venture Capital,http://expansionvc.com/,,"New York, New York, United States",USA,,,Other,,
Experian Ventures,http://www.experian.com/ventures/index.html,,"San Francisco, California, United States",USA,,,Corporate VC,,
Experienced Capital,https://fr.excp.com/,,,France,,,Other,,
Expert Dojo,https://expertdojo.com/,https://www.linkedin.com/company/expert-dojo,"395 Santa Monica Place, Santa Monica, CA 90405, United States","Argentina,Australia,Austria,Belarus,Belgium,Brazil,Canada,Chile,China,Colombia,France,USA,Finland,India,Netherlands,Nigeria,Japan,Italy,Israel,Venezuela,New Zealand,UK,South Africa,Norway,Peru,Sweden,Mexico,Russia,South Korea,Portugal","2. Prototype,1. Idea or Patent,3. Early Revenue","We invest globally in preseed companies trying to scale quickly. 

Expert DOJO is the most active international early-stage startup accelerator in Southern California. We invest $100,000 in each of our startups and help them get traction and scale faster than they could ever do by themselves.

",VC,"$50,000 ","$100,000 "
ExploreBio,http://www.explorebio.co.il/,,,,"2. Prototype,3. Early Revenue",,VC,,
Expon Capital,https://www.exponcapital.com/,https://www.linkedin.com/company/exponcapital/,203 Route d’Arlon 1150 Luxembourg Grand-Duchy of Luxembourg,"Germany,France,Spain,Portugal,Norway,Finland,Sweden,UK,Luxembourg,Belgium,Netherlands,Austria","4. Scaling,5. Growth,3. Early Revenue","We invest in software startups with 1m+ ARR, addressing at least one of the UN SDG goals.",VC,"$1,000,000 ","$5,000,000 "
Exponent,https://www.exponentpe.com/,,,,,,,,
ExSight Ventures,http://www.exsightventures.com/,,,,,,,,
Exto Partners,http://www.extopartners.com/,,Australia,Australia,,,VC,"$2,000,000 ",
F-Prime Capital,http://fprimecapital.com/about/,,"Cambridge, Massachusetts, United States","USA,Israel,Canada",3. Early Revenue,,VC,,
F+ Ventures,http://www.fplus.ventures/,https://tr.linkedin.com/company/f-ventures,"Istanbul, Istanbul, Turkey",Turkey,,,Corporate VC,,
F2 Capital,https://www.f2vc.com,,,UK,"2. Prototype,3. Early Revenue",,VC,,
F3A,https://f3aunlimited.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
F7 Ventures,https://www.f7ventures.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Fa Dièse,https://www.fadiese.fr/,,,France,3. Early Revenue,,Other,"$250,000 ",
fab Ventures,https://www.fabcocreationstudio.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Faber,https://faber.vc/,https://www.linkedin.com/company/faber-vc,"Avenida da Liberdade, 230, 7th floor, Lisbon, 1250-148, PT","Portugal,Spain,France,Germany,Netherlands,Belgium,Luxembourg,Italy,Croatia,Greece,Austria,Bulgaria,Czech Republic,Denmark,Estonia,Finland,Ireland,Latvia,Lithuania,Malta,Romania,Slovakia,Slovenia,Sweden","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in early stage B2B, data-driven software ventures (Artificial Intelligence/ Machine Learning, big data, blockchain investment themes), with potential for scalable distribution and global footprint with a preference for teams with a presence in Southern Europe.",VC,"$50,000 ","$2,000,000 "
Fabric Ventures,https://www.fabric.vc/,https://www.linkedin.com/company/fabricventures/,"58 Wood Lane, London, W12 7RZ","UK,Luxembourg","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in Blockchain startups globally at early-stage.

I didn't fill in all the countries, but they all apply. ",VC,"$50,000 ","$2,000,000 "
Factor[e] Ventures,https://www.factore.com/,https://www.linkedin.com/company/factor-e-ventures/,"430 N. College Ave, Fort Collins, Colorado 80524, US","Kenya,India",3. Early Revenue,"We invest in early-stage technology companies creating impact in emerging markets. We focus on 4 verticals: energy, mobility, waste, agriculture. ",VC,"$250,000 ","$750,000 "
Fair Capital Partners,https://www.faircapitalpartners.nl/en/news/,,,Netherlands,,,Other,,
Fairfax Digital Ventures,https://www.fairfaxmedia.com.au/portfolio-landing/digital-ventures,,"Pyrmont, New South Wales, Australia",Australia,,,Corporate VC,,
Fairhaven Capital,http://fairhavencapital.com/,,USA,"USA,Israel,Canada",3. Early Revenue,,VC,,
Fairpoint Capital,https://www.fairpoint.se/,,,,,,Other,,
Falcon Capital,http://www.falcon-capital.com/,,,,,,,,
Falcon Partners,https://www.falconllc.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Fall Line Capital,http://fall-line-capital.com/,,USA,USA,3. Early Revenue,,VC,,
Falls Fintech Accelerator,https://www.fallsfintech.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Famae Impact,https://www.famaeimpact.com/,https://www.linkedin.com/company/famae-impact/,France,France,3. Early Revenue,,VC,"$500,000 ",
Deep Work Capital,https://www.deepworkcapital.com/,,,,,,,,
Far East Holding Group,http://www.fegroup.com.cn/,https://www.linkedin.com/company/%E8%BF%9C%E4%B8%9C%E6%8E%A7%E8%82%A1%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/,"Yixing, Jiangsu, China",China,,,Corporate VC,,
Far East Ventures,http://www.fareast.ventures/about.html,https://www.linkedin.com/company/far-east-ventures,"Singapore, Central Region, Singapore",Singapore,,,Corporate VC,,
Farmhouse Capital,https://www.farmhousecapital.com/,,,,,,Other,,
Fast Track Initiative,http://www.fti-jp.com/index_e.html,,,Japan,,,VC,,
FastTrack VC,http://www.fasttrack.vc,https://www.linkedin.com/company/10325765?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A10325765%2Cidx%3A2-1-2%2CtarId%3A1458230073273%2Ctas%3Afast%20track%20vc,"Whistler, British Columbia, Canada",Canada,,,Corporate VC,,
Fathom Capital,https://www.fathomcap.com/,,,,,,,,
FCP Innovación,http://www.fcp-innovacion.com,,"Medellín, Antioquia, Colombia",Colombia,,,Corporate VC,,
Fearless Ventures,https://www.fearless.vc/,,USA,USA,3. Early Revenue,,VC,,
Featheringill Capital,https://www.featheringillcapital.com,,"Birmingham, Alabama, United States",USA,,,Family office,,
Feenix Ventures,http://www.feenixpartners.com/,https://www.linkedin.com/company/feenix-venture-partners-llc/,,,"3. Early Revenue,4. Scaling",,VC,,
Felicis Ventures,https://www.felicis.com/,,"Menlo Park, California, United States","USA,Israel,Canada",3. Early Revenue,,VC,,
Female Founders Alliance (FFA),https://femalefounders.org/,,,,,,"Incubator, Accelerator",,
Female Founders Fund (F3),http://femalefoundersfund.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Femmes Business Angels,https://www.femmesbusinessangels.org,https://www.linkedin.com/company/femmes-business-angels/,23-25 rue Jean-Jacques Rousseau 75001 Paris,France,"2. Prototype,3. Early Revenue",We invest in innovative French companies often (but not always) founded by female led-teams.,Angel network,"$50,000 ","$200,000 "
Fempire Group (SoGal),https://www.fempiregroup.com/?mc_cid=6f69ebbd6e&mc_eid=32b1502499,,,,,,Angel network,,
Femstreet,https://www.femstreet.com/,,,,,,Angel network,,
Femto Partners,http://femto.vc/english,,,Japan,,,VC,,
Ferguson Ventures,http://www.fergusonventures.com,,"Newport News, Virginia, United States",USA,,,Corporate VC,,
Fertitta Capital,https://www.fertittacapital.com/,,,,,,Other,,
FF DIF - Fred & Farid Digital Investment Fund,http://www.ffdif.com/,,,France,,,Other,,
FFG Venture Business Partners,https://www.fukuoka-fg.com/en/,,,Japan,,,VC,,
ffVC Tech & Gaming,https://ffvc.pl/,,,UK,,,VC,,
FHI Ventures,http://www.fhiventures.com,,,,,,,,
FiBAN,http://www.fiban.org/,,,,,,Angel network,,
Fiedler Capital,http://www.fiedlercapital.com/,,,,,,VC,,
Fielmann Ventures,http://www.fielmann-ventures.com,https://www.linkedin.com/company/fielmann-ventures-gmbh,"Hamburg, Hamburg, Germany",Germany,,,Corporate VC,,
Fifth Avenue Family Office,http://www.fifthavenuefamily.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Fifth Season Ventures,http://www.fifthseasonventures.com,,,,,,,,
Fifth Wall,https://fifthwall.com/,,,UK,"3. Early Revenue,4. Scaling",,VC,,
Fifty Years,https://www.fifty.vc/,,USA,"USA,Israel,Canada","2. Prototype,3. Early Revenue",,VC,,
FII Tech Growth Lazio,https://www.fondoitaliano.it/it,,,UK,,,VC,,
Fika Ventures,http://www.fika.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Financière Fonds Privés,https://www.financiere-fondsprives.com/,,,France,"3. Early Revenue,4. Scaling",,VC,"$500,000 ",
Finch Capital,https://www.finchcapital.com/,,,"Netherlands,UK","2. Prototype,3. Early Revenue",,VC,,
Finindus,https://www.finindus.be/,,Belgium,Belgium,3. Early Revenue,,VC,"$500,000 ",
Finistere Ventures,http://finistere.com,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Finolab,https://finolab.co.jp/,,,Japan,,,VC,,
FinSight Ventures,http://finsightvc.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Finstart Nordic,https://www.finstart.co/,,,,,,Other,,
FinTech Circle,http://www.fintechcircle.com/,,,,,,Angel network,,
FinTech Collective,http://www.fintech.io/,,,,,,VC,,
Fintech71,http://fintech71.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
FinTLV Ventures,http://fintlv.com/,https://www.linkedin.com/company/fintlv/,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Firebolt Ventures,http://www.fireboltventures.com/,,,,,,,,
Firebrand Ventures,http://www.firebrandvc.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Fireman Capital Partners,http://www.firemancapital.com,,"Boston, Massachusetts, United States",USA,,,Family office,,
FireStarter Fund,http://www.firestarterfund.com,,,,,,,,
First Access Fund,http://www.firstaccess.co/,,,,,,,,
