Investor name,Website,Linkedin,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Virtue,https://www.virtuevc.com/,https://www.linkedin.com/company/virtuevc,"Austin, TX","USA,Canada","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in pre-seed and seed healthcare startups exclusively.,VC,"$250,000 ","$1,000,000 "
Fintech Ventures Fund,https://www.fintechv.com/,https://www.linkedin.com/company/fintech-ventures-fund/,"New York, NY, USA",USA,"2. Prototype,1. Idea or Patent,3. Early Revenue",We invest in North American and European fintech and insurtech companies that are raising pre-seed or seed rounds ,VC,"$250,000 ","$2,000,000 "
iSeed,https://www.iseed.vc,https://www.linkedin.com/company/iseedvc/,"New Delhi, India",India,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in mission-driven Indian founders and bringing Silicon Valley's top operator minds closer to them.,Solo angel,"$100,000 ","$500,000 "
Badhouse Ventures,https://badhouse.ca,https://www.linkedin.com/company/badhouse-ventures,"666 Burrard St, Vancouver, BC, Canada",Canada,"2. Prototype,3. Early Revenue","We invest in very early-stage software (SaaS, web3, etc.) startups solving problems that fall under two themes: smarter communities and/or smarter data systems. We have a strong Western Canada (West of Toronto) selection bias given the acute Pre-Seed funding/investment gap in this region compared to others.",VC,"$10,000 ","$150,000 "
DBIC Ventures,https://dbicventures.ie/,https://www.linkedin.com/company/dbic-ventures/,"Grand Canal Quay Pearse Street, 1st Floor, The Tower Trinity Technology & Enterprise Centre , Dublin, D02 N768, IE",Ireland,"2. Prototype,3. Early Revenue,4. Scaling","We invest in Seed to Series A-stage B2B software and MedTech companies in the Republic of Ireland. In addition to providing institutional capital at an early stage, DBIC Ventures is a long-term partner to its portfolio companies and reserves significant capital for follow-on investment rounds.",VC,,
Deosai Ventures,https://www.deosai.vc/,https://www.linkedin.com/company/deosai-ventures,"Islamabad, Pakistan","USA,Pakistan,UAE","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in early-stage startups across all verticals, primarily in Pakistan.",VC,"$50,000 ","$300,000 "
SIX Fintech Ventures,https://www.six-group.com/en/company/innovation/start-ups.html,https://www.linkedin.com/company/sixgroup/,"Hardturmstrasse 201, 8005 Zurich, Switzerland","Switzerland,Germany,Spain,Austria,UK,France,Belgium,Netherlands","2. Prototype,3. Early Revenue,4. Scaling",We invest in early stage fintech companies.,Corporate VC,"$300,000 ","$2,000,000 "
First Bridge Ventures,https://www.firstbridge.vc/,https://www.linkedin.com/company/first-bridge-ventures,"22 Boulevard Malesherbes, Paris, 75008, France","France,UK,Spain,Germany,Italy,Israel,Luxembourg,Netherlands,Belgium","4. Scaling,5. Growth,6. Pre-IPO","We invest in European Startups from Series B to Pre-IPO, sectors we like: Fintech, logistics, new media, blockchain NFT, Metaverse, Smart city, Marketplaces and Lifestyle brands ",VC,"$3,000,000 ","$15,000,000 "
Bangladesh Angels Network,https://www.bdangels.co/,https://www.linkedin.com/company/bangladesh-angels,"ICT Tower, 15th Floor, Plot: E-14/X, Agargaon Dhaka 1207",Bangladesh,"3. Early Revenue,4. Scaling,2. Prototype","We invest in innovative, high-growth companies of Bangladeshi origin. As long as there's some sort of a connection to Bangladesh, we are eager to look in. It may be that the founding team is non-Bangladeshi but the company has plans to expand into the Bangladeshi market - such companies are welcome to apply. We welcome entrepreneurs from all backgrounds including first-time entrepreneurs or those who have failed in their earlier attempts. Here’s what we look for:

High-quality, passion and resilience of the management team
First of a kind, innovative idea/model with a large potential to scale
High barriers to entry (or) a competitive advantage
Established proof of concept",Angel network,"$50,000 ","$500,000 "
Shearwater Capital,https://www.shearwater.co/,https://www.linkedin.com/company/shearwater-growth-equity/,135-153 New South Head Road Edgecliff NSW 2027 Australia,"Australia,New Zealand","2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in founders who are passionate about building generationally great companies. We invest in people, not ideas. Particular interest in adtech, digital media, and B2B SaaS. ",VC,"$50,000 ","$5,000,000 "
DOB Equity,https://www.dobequity.nl/,https://www.linkedin.com/company/dob-foundation/,"IJsseldijk 1, Veessen, 8194 LA, NL","Kenya,Tanzania,Uganda,Burundi,Rwanda","3. Early Revenue,4. Scaling,5. Growth,2. Prototype","We invest in scalable, innovative, and high-impact companies that solve social and environmental challenges across East Africa.",VC,"$250,000 ","$3,000,000 "
Rogue Women's Fund,https://roguewmn.com/,https://www.linkedin.com/company/roguewomensfund,"Portland, OR, United States",USA,"2. Prototype,3. Early Revenue",We invest in early seed stage women-led technology startups in the US.,VC,"$25,000 ","$150,000 "
Doha Tech Angels,http://www.dta.qa/,https://www.linkedin.com/company/doha-tech-angels/,"D Ring Road, Building No 131, Doha, PO BOX 2116, QA","Qatar,UAE,Saudi Arabia,Kuwait,Oman,Egypt,Pakistan,Singapore,India,Bangladesh,USA","3. Early Revenue,4. Scaling",We invest in seed stage technology startups in MENA and South Asia.,Angel network,"$50,000 ","$250,000 "
Neva SGR,https://www.nevasgr.com/content/neva/en.html,https://www.linkedin.com/company/neva-sgr/,"Corso Castelfidardo, 22, 10128, Turin, ITALY","Austria,France,Germany,Ireland,Israel,Italy,Luxembourg,Netherlands,Spain,Switzerland,UK,USA","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in Italian and global B2B Fintech and Deeptech startups in Series A+ rounds.,VC,"$4,500,000 ","$12,000,000 "
Inference Partners,https://www.inferencepartners.com,https://www.linkedin.com/company/inference-partners/,"London, United Kingdom","Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Poland,Portugal,Romania,Slovenia,Slovakia,Spain,Sweden,Iceland,Norway,Switzerland,Israel,USA,Canada,Australia,Hong Kong,Singapore","2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in early stage infrastructure software (data and cloud infrastructure, machine learning & data science, developer tools, cybersecurity, blockchain infrastructure, payment infrastructure) startups.",VC,"$100,000 ","$10,000,000 "
The Net Street Capital,https://thenetstreet.com/,https://www.linkedin.com/company/thenetstreet,"London, UK","France,Spain,Germany,Italy,UK,Israel,China,Mexico,Brazil,Chile,Ecuador,Netherlands","5. Growth,4. Scaling,3. Early Revenue",We invest in SAAS B2B insurtech and fintech founders,VC,"$2,000,000 ","$10,000,000 "
Uno Ventures,https://angel.co/uno-ventures/syndicate,https://www.linkedin.com/company/uno-ventures,"Mexico City, Mexico","Mexico,Chile,Brazil,Argentina,Colombia,Peru,Uruguay","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in early-stage startups and founders based in Latin America. Due to the breadth of opportunities in the region, we take a “sector agnostic” approach when reviewing deals, but we are actively looking out for ventures in B2B Software, Consumer Software, Education, Fintech, and Healthcare spaces.",Angel network,"$100,000 ","$250,000 "
Raison Asset Management,https://raison.am/en/investments/strategies/hidden-leaders-pre-ipo-shares/,https://www.linkedin.com/company/threesixty-elements/,"Roosikrantsi 11, Tallinn, 10119, Estonia","USA,Germany,Israel,Portugal,Estonia,Canada,France,Russia","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in technological startups starting from revenue generating stage, geo and sector agnostic",PE fund,"$100,000 ","$5,000,000 "
Impression Ventures,https://impression.ventures/,https://www.linkedin.com/company/impression-ventures,"Toronto, Ontario, Canada","Canada,USA","2. Prototype,3. Early Revenue","We invest in seed stage FinTech companies across North America, and have been doing so since 2013. We focus on founders who are driven on changing how financial services are provided to a large market. ",VC,"$1,000,000 ","$3,000,000 "
Next47,https://next47.com/,https://www.linkedin.com/company/next47/,"537 Hamilton Ave, Palo Alto CA 94103, United States ","USA,Germany,UK,France,Israel,Canada","3. Early Revenue,4. Scaling,5. Growth","We invest in B2B startups in North America, Europe, and Israel focused on enterprise tech (SaaS, IT & infra) as well as industrial tech (manufacturing, construction, proptech, energy, transportation, logistics and supply chain). ",VC,"$2,000,000 ","$40,000,000 "
Folklore Ventures,https://www.folklore.vc/,https://www.linkedin.com/company/folklorevc,"4 / L1 16 Eveleigh St, Redfern, NSW Australia 2016","Australia,New Zealand,UK,Singapore","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in Australian and NZ founders building software, advanced tech and Web3 companies anywhere in the world",VC,"$250,000 ","$5,000,000 "
Best Nights VC,https://bestnights.vc/,https://www.linkedin.com/company/bestnightsvc,"M-Venture GmbH, Jägermeisterstr. 7-15, 38296 Wolfenbüttel","Germany,France,UK,Italy,Netherlands,Belgium,Spain,Portugal,Poland,Czech Republic,Croatia,Ukraine,Denmark,Sweden,Norway,USA,China,India,South Africa,Japan,Mexico","3. Early Revenue,2. Prototype,4. Scaling","We invest in the most ambitious entrepreneurs with the mission to shape the nightlife of the future. With our Investments we empower people to have THE BEST NIGHTS OF THEIR LIFE and are re-defining the cultural lives of our young urban target group

We invest INTERNATIONAL from SEED TO SERIES A with a TICKET SIZE of EUR 250K – 1.5M. We invest in Consumer-Tech and focus on Digital Interactive Experiences, GenZ driven Consumer Brands, Social Gaming, Social + Communities, Revival of Offline Experiences and Mindful Celebrations. ",Corporate VC,"$100,000 ","$1,500,000 "
Zac Stern,https://www.linkedin.com/in/zachary-stern/,https://www.linkedin.com/in/zachary-stern/,"New York, USA",USA,,,Solo angel,,
Sheesha Finance,https://www.sheeshafinance.io/,https://www.linkedin.com/company/sheeshafinance/,"ALMAS-48-CV34 ALMAS Tower Plot, JLT-PH1-A0 Jumeirah Lakes Towers, Dubai, United Arab Emirates","Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia-H,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo (Congo-Brazzaville),Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,""Eswatini (fmr. """"Swaziland"""")"",Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Liechtenstein,Lithuania,Luxembourg,Lybia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Vincent and the Grenadines,Samoa,San Marino,Sant Kitts and Nevis,Sant Lucia,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,UAE,Uganda,UK,Ukraine,Uruguay,USA,Uzbekistan,Vanuatu,Venezuela,Vietnam,Zambia,Zimbabwe","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in long-term projects at the earliest stage that pave the way for mass blockchain adoption across different border, barriers and ecosystems. As a decentralized VC investing, we aim to diversify our portfolio, investing in DeFi, Gaming, NFT, Real World application and encourage ESG narratives.",VC,"$100,000 ","$1,000,000 "
Rebel One,https://rbl1.com/,https://www.linkedin.com/company/rbl1/,"Chicago, IL",USA,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth",We invest in pre-seed and seed stage startups based out of the U.S. that are focused on accelerating founders building a better world.,Angel network,"$50,000 ","$750,000 "
SaaSholic,https://www.saasholic.com/,https://www.linkedin.com/company/saasholic/,"Professor Atilio Innocenti, 165 - Vila Nova Conceição, Sao Paulo - SP, 04538-000, Brazil","Brazil,Colombia,Mexico,Paraguay,Uruguay,Argentina,Chile,Venezuela,USA,Peru,Panama","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in the best early-stage Latam SaaS companies.

We are looking for companies that have their MVP/product live and are already generating some revenue from unaffiliated customers.
These startups are typically raising their first investment checks and aim to validate their product-market fit before entering a scale-up phase.

SaaSholic is managed by SaaS operators, not analysts from the financial market or wealthy but inexperienced individual angels. We’ve been there and we know what it takes for a SaaS business to be successful.

We typically help our portfolio startups with go-to-market, marketing strategy, creating and scaling their salesforce, choosing the right tech infrastructure, company culture, leadership principles, and Delaware/Cayman incorporation.

(We’re not referring to the Silicon Valley cliché tips everyone reads in books and articles. We’re talking about real-life things that we’ve been through or have seen working in the LatAm market peculiarities.)

Partners:

Diego Gomes is also a co-founder @Rock Content. In his spare time, he coauthors the SaaSWorld Research and is always looking to support/invest in promising SaaS early-stage startups. Diego is also the creator of Dealbook.co, a platform to track angels and VC deals in LatAm. He is also an Endeavor entrepreneur and mentor.

Gustavo Souza is a Managing Partner at SaaSholic, an early stage micro-VC focused on LATAM SaaS. Experienced in sales and managing enterprise-focused SaaS products. Gustavo is a lawyer by formation but has found in sales+marketing his areas of true interest and excellence.

William Cordeiro is a Venture Capitalist based in Brazil. Over the last 5 years, he built GVAngels, one of the most active angel networks in the country where he lead close to 50 deals and have had deployed over U$15M. He's currently a managing partner at SaaSholic, a leading Micro VC focused on SaaS companies in LatAm.",VC,"$100,000 ","$500,000 "
Roble Ventures,https://robleventures.com/,https://www.linkedin.com/company/roble-ventures/,"466 Raquel Ln, Los Altos, California 94022, US","USA,Mexico,Chile,Argentina,Peru,Brazil,Colombia","3. Early Revenue,4. Scaling","We invest in entrepreneurs building human enablement technologies. Some companies in our portfolio: Udemy, Kahoot, Adaptive Insights.

1. Workplace Transparency & Remote Work include SAAS and data solutions that help our future of work.
2. Skills Development platforms and education technologies that help enable our future of learning.
3. Job-creating marketplaces that deliberately create high fulfillment jobs through their supply-side and valuable products and services on the demand side.

Roble Ventures is an early stage venture capital firm working to foster equitable human progress. ",VC,"$500,000 ","$3,000,000 "
Angel Club,https://angelclub.com,,"53 Summit Rd, San Anselmo, CA 94960","USA,UK,Canada,Mexico,Argentina,Brazil,Colombia",3. Early Revenue,We invest in consumer technology at seed-stage with a special focus on female and diverse founders. We also invest in talented teams and start-ups where we believe we can be strategic and helpful beyond capital. ,Angel network,"$10,000 ","$150,000 "
Quansight Initiate,https://qi.ventures,https://www.linkedin.com/company/quansight-initiate/,"8656 W Hwy 71, Bldg F200, Austin, TX 78735",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in early-stage companies that heavily use or develop open-source libraries and are eager to connect with and support the open-source communities they depend on.,VC,"$25,000 ","$450,000 "
MAIF Impact,https://entreprise.maif.fr/engagements/economie-responsable/maif-impact,https://www.linkedin.com/company/maif-impact/,"156 rue de l'université, Paris",France,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in impact start-ups, mostly in Seed or Series A. We are sector agnostic, but impact must be a core composant of the business model. ",Corporate VC,"$300,000 ","$2,000,000 "
Atomico,https://www.atomico.com/,https://www.linkedin.com/company/atomico/,"29 Rathbone Street, London, England W1T 1NJ, GB","Albania,Austria,Belarus,Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Spain,Sweden,Switzerland,UK","3. Early Revenue,4. Scaling,5. Growth","We invest in ambitious tech founders at Series A and beyond with a particular focus on Europe, leveraging deep operational experience to supercharge their growth.",VC,"$5,000,000 ","$20,000,000 "
Pario Ventures,https://www.parioventures.com/,https://www.linkedin.com/company/pario-ventures,"35 Berkeley Square  Mayfair   London, W1J 5BF. UK","UK,USA","3. Early Revenue,4. Scaling,5. Growth","We invest in Automotive, Mobility, Fintech, Oil and Gas, Blockchain startups with $500k ARR. 
We also finance older companies looking to exit.
We invest in UK companies wanting to expand to the USA",VC,"$150,000 ","$10,000,000 "
Stacks Accelerator,https://stacks.ac/,https://www.linkedin.com/company/stacks-accelerator/,New York,USA,"2. Prototype,3. Early Revenue,4. Scaling",We invest in outstanding startups building decentralized apps on Bitcoin with the Stacks blockchain.,"Incubator, Accelerator","$50,000 ","$100,000 "
Blueberry Muffin,https://www.bbm.ventures/,https://www.linkedin.com/company/bbmventures,"Bucharest, Romania",Romania,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in digitally enabled businesses ,VC,"$200,000 ","$1,000,000 "
Fintech Start,http://fintech-start.ru/en,https://www.linkedin.com/company/fintech-start-association/?viewAsMember=true,"6 Shvernika St, Moscow, CA 117292, Russian Federation","Russia,Ukraine,Kazakhstan,Belarus,Latvia,Lithuania,Uzbekistan,Tajikistan,Moldova","2. Prototype,3. Early Revenue",We invest in in fintech projects at the MVP stage and above.,Public fund,"$50,000 ","$100,000 "
Anzu Partners,https://anzupartners.com/,https://www.linkedin.com/company/anzupartners/,"1399 New York Ave NW, Suite 601, Washington, District of Columbia 20005, US","Canada,USA,Singapore,Australia","2. Prototype,3. Early Revenue,4. Scaling",,VC,"$5,000,000 ","$15,000,000 "
Investible,https://investible.com,https://www.linkedin.com/company/investible,"7/45 Clarence Street, Sydney, Australia","Australia,Israel,Singapore,Indonesia,Philippines,Malaysia,New Zealand,Poland,Canada,USA,Vietnam,UK,Germany,Netherlands,France,Thailand,Denmark,Belgium,Sweden,Norway,Finland,Iceland,Spain,Italy","2. Prototype,3. Early Revenue,1. Idea or Patent,4. Scaling",We invest in early-stage technology startups—primarily in Australia and Southeast Asia—through our sector-agnostic and Climate Tech fund(s). More at https://investible.com/get-investment/,VC,"$175,000 ","$2,000,000 "
TwinklHive,https://www.twinkl.co.uk/hive,https://www.linkedin.com/company/twinklhive,"Sheffield, UK ","UK,USA",3. Early Revenue,We invest in EdTech and Tech for Good startups MVP ready and beyond,"Incubator, Accelerator","$100,000 ","$1,000,000 "
Act Venture Partners,https://act-vc.com/,https://www.linkedin.com/company/act-venture-partners/,"Amsterdam, Netherlands","Denmark,Finland,Germany,Ireland,Netherlands,Spain,Sweden,UK,Turkey","3. Early Revenue,4. Scaling",We invest in European tech entrepreneurs at an early stage. ,VC,"$100,000 ","$1,000,000 "
Quidnet Ventures,https://www.quidnetventures.com,https://www.linkedin.com/company/quidnet-ventures/,"7 Azalea Drive, Mill Valley, CA 94941",New Zealand,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in New Zealand deep tech startups that have global ambition.,VC,"$50,000 ","$500,000 "
Starburst Ventures,https://starburst.aero/,https://www.linkedin.com/company/starburst-ventures/,"840 Apollo Street, El Segundo, CA90245","Canada,USA,France,Germany,UK,Australia","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in the fearless, building our future Aeropsace & Defense. We invest in the aviation, space, and defense sectors as well as enabling Sciences & Technology (artificial intelligence, cybersecurity, new materials, energy, robotics, computing, etc). We look for companies with significantly differentiated IP in massive markets.",VC,"$200,000 ","$1,000,000 "
Newzone Ventures,https://newzone.vc/,https://www.linkedin.com/company/newzone-ventures,"London, United Kingdom","Austria,UK,Switzerland,Sweden,Slovenia,Spain,Romania,Portugal,Slovakia,Poland,Norway,Monaco,Luxembourg,Lithuania,Latvia,Italy,Ireland,Iceland,Greece,Germany,Finland,Bulgaria,Belgium,Estonia,Cyprus,Czech Republic,Denmark,France,Hungary","4. Scaling,5. Growth","We invest in tech-enabled disruptive businesses with the aim to be a supportive and hands-on partner. 
Our focus is on companies with the following criteria: 
- Pan-European and Israel
- Tech-enabled / highly scalable operating models 
- Team with ability to execute (not pure focus on pedigree) and ability to adjust to changes quickly  
- B2B / B2B2C / Marketplaces ",VC,"$500,000 ","$10,000,000 "
Callais Capital,https://callaiscapital.com/,https://www.linkedin.com/company/callais-capital-management-llc/,"401 Focus Street, Thibodaux, LA 70301 United States",USA,"3. Early Revenue,4. Scaling","We invest in regional startups benefiting from long-term inevitable trends, in big markets, with diverse, equitable and inclusive teams. ",VC,"$500,000 ","$3,000,000 "
Supply Change Capital,https://www.supplychangecapital.fund/,https://www.linkedin.com/company/supplychangecapital/,"Los Angeles, CA",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest at the intersection of food, tech and culture - specific verticals include food and ag tech, ingredient tech, and CPG. ",VC,"$500,000 ","$1,000,000 "
Prithvi Ventures,https://www.prithvivc.com/,https://www.linkedin.com/company/prithvi-ventures,New York,"USA,Singapore,UK,Australia,South Africa,Canada","2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in climate-focused startups,VC,"$100,000 ","$9,500,000 "
USC Marshall Greif Incubator,https://www.marshall.usc.edu/departments/lloyd-greif-center-entrepreneurial-studies/programs/usc-marshall-greif-incubator,https://www.linkedin.com/school/usc-marshall-school-of-business/,"3670 Trousdale Pkwy, Los Angeles, CA 90089",USA,"2. Prototype,3. Early Revenue",We incubate startups with founders affiliated with USC.,"Incubator, Accelerator","$1,000 ","$10,000 "
SCOR Ventures,https://www.scor.com/en/scor-pc-ventures,https://www.linkedin.com/company/scor/,"5, avenue Kléber, 75 795 Paris Cedex 16, Paris","UK,France,Germany,Spain,Portugal,Poland,Austria,Denmark,Sweden,Finland,Norway,Italy,Latvia,Estonia,Ireland,Greece,USA,Canada,Brazil,Mexico,Singapore,Indonesia,Australia,India,Pakistan","2. Prototype,3. Early Revenue,4. Scaling","We invest in: (1) the ‘Insurers of the Future’: tech-driven underwriting companies (MGAs, carriers) that offer multiple points of digital and business model differentiation. (2) any type of software solution connected to risk, from trade finance to predictive maintenance. (3) any solution helping people live healthier lives.",Corporate VC,"$1,000,000 ","$10,000,000 "
Vertex Ventures (Southeast Asia and India),https://www.vertexventures.sg/,https://www.linkedin.com/company/vertex-ventures-se-asia-india/,"250 North Bridge Road, #11-01. Raffles City Tower, Singapore 179101","Singapore,Malaysia,Thailand,Cambodia,Laos,Myanmar,Vietnam,Brunei,Indonesia,Philippines,India","3. Early Revenue,4. Scaling,5. Growth","We invest in high-growth startups seeking their first round of institutional venture capital funding globally (pre-series A, Series A and beyond).

We are not your typical VC firm. We are known to be “Co-founders” to the startups we invest in. We support our portfolio companies in terms of:

- Talent Acquisition
- Expert Domain Knowledge
- Business Development & Strategic Partnerships
- Next Round of Funding",VC,"$1,000,000 ","$10,000,000 "
Halogen Ventures,https://halogenvc.com/,https://www.linkedin.com/company/halogen-ventures,"Los Angeles, CA 90094, US",USA,"2. Prototype,3. Early Revenue","We invest in pre-seed, seed and series A companies creating groundbreaking technologies and products in the consumer space. We are hands on and support our founders through their full lifecycle. We help them build their networks, get brand exposure, hire great talent, raise follow-on rounds and find their path to acquisition or IPO.",VC,"$100,000 ","$3,000,000 "
Allied Venture Partners,https://www.allied.vc,https://www.linkedin.com/company/allied-venture-partners,"315 3rd Street SE, Calgary, AB Canada","Canada,USA","3. Early Revenue,4. Scaling,2. Prototype","We invest in Seed and Series A software and technology companies across Canada and the USA with at least $5k MRR. We are industry agnostic, however, we do avoid certain industries, including Medtech, Biotech and Healthcare.",Angel network,"$100,000 ","$350,000 "
Plymouth Growth,https://plymouthgp.com/,https://www.linkedin.com/company/plymouth-growth/,"555 Briarwood Circle #210, Ann Arbor, MI, United States","Canada,USA","3. Early Revenue,4. Scaling,5. Growth","We invest in mid-continent B2B software and technology companies – with $3MM to $10MM in revenue, proven business models, and strong teams – that are ready to scale. The Plymouth team brings decades of experience as operators, advisors, and investors, and understands that while metrics matter, it’s people that are critical to growth. ",VC,"$4,000,000 ","$12,000,000 "
Dynamk Capital,https://www.dynamk.vc/,https://www.linkedin.com/company/dynamkvc,"30 Wall Street, New York, NY 10005, United States",USA,"2. Prototype,3. Early Revenue,4. Scaling","We invest in life science industrials - the tools, technologies, and services enabling discovery, development, and manufacturing of the life science industry",VC,"$500,000 ","$7,000,000 "
OIF Ventures,https://www.oifventures.com.au/,https://www.linkedin.com/company/oifventures/,"30-36 Bay Street, Suite 2.03, Double Bay, NSW 2028, AU","USA,Australia","3. Early Revenue,5. Growth",,VC,,
TecPier,https://tecpier.com,https://www.linkedin.com/company/tecpier,"Ludwig-Erhard-Str. 22, 20459 Hamburg, Germany","USA,Germany,UK,Singapore,Denmark,Norway,Sweden,Finland,Greece,Canada,Netherlands,Belgium,Australia,Poland,Switzerland,Portugal,Spain,Italy,France,Luxembourg","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in maritime, logistics and supply chain startups at pre-seed/seed stage in Europe, US and Asia.",VC,"$100,000 ","$500,000 "
Bridge Partners,https://www.bridgepartners.biz/,https://www.linkedin.com/company/bridge-partners-latam,"Ciudad de Mexico, Mexico","Argentina,Colombia,Mexico,Peru,Brazil,Uruguay,Panama,Bolivia,Chile","2. Prototype,3. Early Revenue,4. Scaling","We invest in LATAM-based companies raising a seed/bridge round in the prototype/early traction/traction phases, with ARR varying from 0 to 2M ARR.  Sector Agnostic. ",VC,"$300,000 ","$500,000 "
Christian O. Edler,https://www.christianedler.com,https://www.linkedin.com/in/christianedler/,"Berlin, Germany","USA,Germany,Malta,Sweden,UK,Colombia,Switzerland","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","I invest in opportunity-driven, sector- and business-model agnostic.",Solo angel,"$25,000 ","$2,000,000 "
FEMSA Ventures,https://www.femsaventures.com/,https://www.linkedin.com/company/femsa/,"Gral. Pedro Maria Anaya 601, Monterrey, NL 64410, Mexico","Mexico,Brazil,USA,Colombia,Argentina,Chile,Peru","3. Early Revenue,4. Scaling","We invest in companies that can clearly benefit from leveraging collaboration opportunities with our business platforms and other portfolio companies.

FEMSA Ventures is a Venture Capital fund backed by FEMSA and dedicated to building collaboration bridges between FEMSA’s business platforms and the entrepreneurial ecosystem. ",Corporate VC,"$500,000 ","$5,000,000 "
