Investor name,Website,Linkedin,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Drive Capital,https://www.drivecapital.com/,https://www.linkedin.com/company/drivecapital,"629 N High St, Columbus, OH 43215, United States","USA,Canada,Armenia","6. Pre-IPO,5. Growth,4. Scaling,3. Early Revenue,2. Prototype,1. Idea or Patent","We invest in market-defining companies in categories we understand deeply. We’re stage-agnostic, preferring strongly to journey with our portfolio companies from start to finish.",VC,"$250,000 ","$75,000,000 "
Starlight Ventures,https://starlight.vc,https://www.linkedin.com/company/starlightventures,"2666 Brickell Avenue Miami FL 33129, USA","UK,USA,Canada,Mexico,Brazil,Argentina,Chile,Colombia,Germany,Spain,Italy,France,Israel","2. Prototype,3. Early Revenue,1. Idea or Patent",We invest in early stage startups using transformative technologies to address humanity’s biggest challenges,VC,"$100,000 ","$3,000,000 "
Avalanche VC,Https://avalanche.vc,https://www.linkedin.com/company/avalanche-vc/,"2105 5th Ave, Seattle, WA 98121","USA,UK","3. Early Revenue,2. Prototype","We invest in pre-seed and seed stage technology companies transforming how people work, learn, and live",VC,"$25,000 ","$50,000 "
January Ventures,https://www.january.ventures/,https://www.linkedin.com/company/january-ventures,"396 Washington Street, Suite 197 Wellesley Hills, MA 02481","USA,UK,Germany,France,Netherlands,Sweden","2. Prototype,3. Early Revenue,1. Idea or Patent","We invest at pre-seed/seed in software startups in the US or Europe. We focus on B2B startups, primarily in future of work, fintech, digital health. Underrepresented founders wanted. Not afraid to be first money in. ",VC,"$150,000 ","$500,000 "
Finclusive Ventures,https://www.finclusive.vc/,https://www.linkedin.com/company/finclusivevc,"11280 NW 51 Terrace, Miami FL 33178","USA,Australia,Malaysia,Canada,Vietnam,Philippines,Indonesia","3. Early Revenue,2. Prototype,1. Idea or Patent,4. Scaling","We invest in early-stage startups with overlooked founders in humanity-focused sectors (primarily) Fintech, ClimateTech, and future of work/education. We are geographically agnostic. Pre-seed to series A.",VC,"$100,000 ","$250,000 "
Innsaei Capital,http://innsaei.capital/,https://www.linkedin.com/company/innsaeiventures/,"33 Cavendish Square, London, England, W1G 0PW","UK,USA,Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Russia,Ukraine,Moldova,Belarus","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in the Future of Living (Robotics in Construction/PropTech, Smart Homes, Smart Cities), Future of Consumption (Wellness, FemTech, Plant-Based Food & Medicine, Sustainable Beauty & Fashion) and Future of Communication (Cybersecurity, Defence, Satellites & Space, SaaS) through an alternative financing option which provides non-dilutive capital to early and growth-stage startups.",VC,"$100,000 ","$2,000,000 "
NFP Ventures,https://www.nfpvf.com,https://www.linkedin.com/company/nfp-ventures/,"New York, New York, United States",USA,"3. Early Revenue,4. Scaling,2. Prototype","We invest in B2C/ B2B2C Fintech, Insurtech and Digital Health startups who can benefit from NFP's distribution. ",VC,"$500,000 ","$3,000,000 "
Hannah Grey VC,https://www.hannahgrey.com/,https://www.linkedin.com/company/hannah-grey/,"New York, NY, USA",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in customer-centric founders reimagining everyday experiences to improve work and life. This primarily includes sectors such as Future of Work, Commerce, Education, Fintech, Wellness, Consumer, Enterprise SaaS, and Marketplaces.",VC,"$300,000 ","$750,000 "
Concrete Ventures,https://www.concretevc.com/,https://www.linkedin.com/company/concrete-vc/,"4-5 Bonhill St, EC2A 4BX, United Kingdom","UK,France,Germany,Spain,Italy,USA,Poland,Finland,Sweden,Norway,Iceland,Ireland,Hungary,Portugal,Netherlands,Belgium,Estonia,Switzerland,Austria,Croatia,Luxembourg","3. Early Revenue,4. Scaling,5. Growth",We invest in European-based companies innovating the built environment. We are looking at proptech companies that are solving Real Estate pain points. ,Corporate VC,"$100,000 ","$4,000,000 "
IOVC,https://www.iovc.io/,https://www.linkedin.com/company/iovc/,"414 Brannan St, San Francisco, CA 94107, United States",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in US-based enterprise/SaaS startups with early MRR/ARR,VC,"$10,000 ","$300,000 "
Bloc Ventures,https://www.blocventures.com/,https://www.linkedin.com/company/bloc-ventures,London,"Belgium,Finland,France,Germany,Netherlands,Norway,Spain,Sweden,UK,Israel","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in ambitious entrepreneurs building products across cloud, connectivity, data science and security with the potential to impact whole industries. That includes AI, machine learning, cloud computing, cybersecurity, HPC, IoT, quantum computing and wireless connectivity / networking to name a few areas.",VC,"$200,000 ","$6,000,000 "
End Poverty. Make Trillions.,https://endpovertymaketrillions.com,https://www.linkedin.com/company/end-poverty-make-trillions,"Los Angeles, US",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in businesses solving social problems. If you want to make the world a better place, let’s talk. ",VC,"$10,000 ","$10,000,000 "
WXR Fund,https://www.wxrfund.com/,https://www.linkedin.com/company/wxrfund,"600 California St., San Francisco, CA 94108","USA,Canada","2. Prototype,3. Early Revenue,4. Scaling",We invest in North American women-led and gender diverse spatial computing companies (AR/VR/AI) at the pre-seed and seed stage.,VC,"$150,000 ","$300,000 "
Haatch,https://haatch.com/,https://www.linkedin.com/company/haatch/,"Blackfriars Street, Stamford, Lincolnshire PE9 2BW, GB",UK,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in digital and software start-ups through all sectors and models with a mandate from our SEIS and EIS funds. Companies must be able to demonstrate early traction and proof points.,VC,"$150,000 ","$800,000 "
Harlem Capital,https://harlem.capital/,https://www.linkedin.com/company/harlemcapital/,"New York, New York 10036, US",USA,"2. Prototype,3. Early Revenue",We invest in diverse or women-led seed stage enterprise or consumer tech startups ,VC,"$750,000 ","$2,000,000 "
Allegory Capital,https://www.allegory.capital/,https://www.linkedin.com/company/allegory-capital,Grand rue 29 1110 morges CH-Vaud,"Switzerland,USA,France,Germany,Algeria,Ukraine,Netherlands,Belgium,Denmark","3. Early Revenue,2. Prototype,1. Idea or Patent,4. Scaling",We invest in startups within regulated industries with a strong commercial acumen,VC,"$100,000 ","$800,000 "
BBG Ventures,https://www.bbgventures.com/,https://www.linkedin.com/company/bbg-ventures,"29 Little West 12th Street, New York, NY 10014, US",USA,"2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in companies with at least one female founder. We look for B2C or B2B companies reshaping the lives of millions. We're currently most excited by broken systems in big areas of the consumer economy such as health & wellbeing, future of work and education, climate-friendly consumption, overlooked consumer - but a great female founder always wins.",VC,"$500,000 ","$1,000,000 "
TVC The Venture Collective,https://www.theventurecollective.com/,https://www.linkedin.com/company/hellotvc/,"201 E 21st Street, New York, NY 10010","USA,UK,Germany","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in defensible, purpose-driven companies within our key thematic areas of interest: world preservation, human empowerment, and life improvement, and focus on entering at the pre-seed and seed, with a healthy follow-on reserve for the Series A, ensuring we build meaningful ownership early, and demonstrate deep value to justify increasing that ownership over time.",VC,"$100,000 ","$750,000 "
Remote First Capital,https://www.remotefirstcapital.com/,https://www.linkedin.com/in/andreasklinger/,"San Francisco, USA","Afghanistan,Albania,Algeria,Andorra,Angola,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Azerbaijan,Belize,Benin,Bhutan,Bolivia,Bosnia-H,Botswana,Brazil,Brunei,Belgium,Bulgaria,Burundi,Cabo Verde,Cambodia,Burkina Faso,Cameroon,Canada,Central African Republic,Chad,China,Chile,Comoros,Congo (Congo-Brazzaville),Colombia,Costa Rica,Croatia,Cuba,Côte d'Ivoire,Cyprus,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,""Eswatini (fmr. """"Swaziland"""")"",Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Czech Republic,Holy See,Antigua and Barbuda,Argentina,Hungary,Hong Kong,Iceland,Indonesia,India,Iraq,Iran,Ireland,Italy,Israel,Jamaica,Jordan,Kazakhstan,Kenya,Japan,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lesotho,Liberia,Liechtenstein,Lithuania,Lebanon,Luxembourg,Lybia,Madagascar,Malawi,Malaysia,Maldives,Malta,Mali,Marshall Islands,Mauritius,Mauritania,Mexico,Micronesia,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Monaco,New Zealand,Netherlands,Nicaragua,Niger,Nigeria,North Korea,Norway,Oman,Pakistan,Palau,North Macedonia,Palestine,Panama,Paraguay,Peru,Philippines,Papua New Guinea,Poland,Qatar,Romania,Russia,Rwanda,Portugal,Samoa,Saint Vincent and the Grenadines,San Marino,Sant Lucia,Sant Kitts and Nevis,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Singapore,Sierra Leone,Slovenia,Slovakia,Somalia,Solomon Islands,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Suriname,Sudan,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Timor-Leste,Taiwan,Togo,Tonga,Tunisia,Trinidad and Tobago,Turkey,Tuvalu,Turkmenistan,Uganda,UK,UAE,Ukraine,Uruguay,USA,Uzbekistan,Vanuatu,Vietnam,Venezuela,Yemen,Zambia,Zimbabwe,Armenia,Australia,Austria,Honduras,Haiti","2. Prototype,3. Early Revenue,1. Idea or Patent,4. Scaling","We invest in the next generation of remote work, global work infrastructure, and second-degree effects of it.

Also engineering and no-code tooling",VC,"$50,000 ","$200,000 "
Countdown Capital,https://www.countdown.capital/,https://www.linkedin.com/company/countdown-capital/,"Columbia, MO 65201, USA",USA,"1. Idea or Patent,2. Prototype","We invest in pre-seed hard tech startups, with a focus on founders rebuilding the American industrial base.",VC,"$200,000 ","$500,000 "
Operator Collective,https://operatorcollective.com/,https://www.linkedin.com/company/operator-collective/,"PO Box 620733, Woodside, CA 94062","USA,Israel,Mexico,Canada,France","3. Early Revenue,4. Scaling,5. Growth,2. Prototype",We invest in early-stage enterprise SaaS companies with established product-market fit.,VC,"$50,000 ","$1,000,000 "
Waverley Capital,https://www.waverleycapital.com/,https://www.linkedin.com/company/waverley-capital/,"535 Ramona Street, Suite #8, Palo Alto, CA 94301",USA,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth",We invest in US-based startups innovating the broader media ecosystem. ,VC,"$500,000 ","$10,000,000 "
Blue Wire Capital,https://www.bluewirecapital.com/,https://www.linkedin.com/company/blue-wire-capital,"London, GB","Canada,Australia,Denmark,Estonia,Finland,France,Austria,Armenia,Germany,Greece,Iceland,Ireland,Israel,Italy,Norway,Netherlands,Lithuania,USA,Portugal,Poland,Turkey,Russia,Switzerland,Spain,New Zealand,Sweden,UK,Liechtenstein","1. Idea or Patent,3. Early Revenue,2. Prototype,4. Scaling,5. Growth,6. Pre-IPO","We invest in innovative funds & start-ups, thinking a lot about how each our two strategies provide benefits to the other.",VC,"$250,000 ","$5,000,000 "
Overlooked Ventures,https://www.overlookedventures.com/,https://www.linkedin.com/company/overlooked-ventures/,"Columbus, OH, USA",USA,"2. Prototype,3. Early Revenue,4. Scaling","We invest in US-based early-stage companies with one or more historically ignored founder(s). Fund I is a $50MM pre-seed/seed-stage fund investing in 80-100 industry-agnostic startups in tech, tech-enabled, and D2C.",VC,"$150,000 ","$1,000,000 "
Fontinalis Partners,http://fontinalis.com/,https://www.linkedin.com/company/fontinalis-partners-llc,"1 Woodward Ave, Suite 1600, Detroit, MI 48226","USA,Israel,Canada","2. Prototype,3. Early Revenue,4. Scaling","We invest in companies whose technologies are advancing mobility, typically from seed to Series B. Themes of focus include automation, industrial and supply chain transformation, electrification and sustainability, and enabling deep tech.",VC,"$100,000 ","$5,000,000 "
1982 Ventures,https://1982.vc/,https://sg.linkedin.com/company/1982-ventures,"83 Clemenceau Avenue, Floor 2, Singapore 239920","Singapore,Indonesia,Vietnam,Philippines,Thailand,Malaysia,Cambodia,Bangladesh,Pakistan","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in seed stage ( first money ) fintech, regtech, insurtech, SaaS for finance, payments startups in Southeast Asia.",VC,"$100,000 ","$500,000 "
Navigate Ventures,https://www.navigatevc.com/,https://www.linkedin.com/company/navigate-ventures-llc/,"9800 Wilshire Blvd, Beverly Hills, California 90212, US","USA,Canada,UK","4. Scaling,5. Growth,3. Early Revenue","We invest in emerging B2B Enterprise SaaS & Internet companies between their Series A and Growth rounds, by extending their A rounds by $1 - $5mm.",VC,"$250,000 ","$2,000,000 "
Chicago Ventures,http://chicagoventures.com/,https://www.linkedin.com/company/chicago-ventures/,"Chicago, Illinois, United States","USA,Canada","2. Prototype,3. Early Revenue,4. Scaling","We invest in overlooked teams. We believe enduring companies can be built anywhere, by anyone. We lead seed rounds before it’s obvious, and serve as active, operationally-involved partners during a company’s earliest days. We've funded toys, rebuilds, spin-outs, un-scalables, small TAMs, and unproven founders.",VC,"$500,000 ","$2,500,000 "
Shizen Capital,https://www.shizen.vc/,https://www.linkedin.com/company/shizen,"1-17-1 Toranomon, Minato-ku. 105-6415 Tokyo, Japan",Japan,"2. Prototype,3. Early Revenue,1. Idea or Patent,4. Scaling","We invest in ambitious projects that endeavour to scale in Japan, both domestic and foreign. Our core investment thesis centers around the digital transformation of the enterprise. We are recovering entrepreneurs ourselves. ",VC,"$500,000 ","$5,000,000 "
JME Ventures,https://jme.vc/,https://www.linkedin.com/company/jme-venture-capital,"Juan de Mena 8, 28014 Madrid, Spain",Spain,"3. Early Revenue,2. Prototype",We invest in Spain-based seed stage companies. ,VC,"$100,000 ","$3,000,000 "
Tech Square Ventures,https://techsquareventures.com/,https://www.linkedin.com/company/tech-square-ventures,"75 5th Street NW Suite 427, Atlanta, Georgia 30328, US",USA,3. Early Revenue,We invest in enterprise technology (b2b SaaS),VC,"$500,000 ","$2,000,000 "
CompanyFirst,http://companyfirst.com/,https://www.linkedin.com/company/companyfirst,"625 W Adams 19th Floor, Chicago, IL 60661",USA,"3. Early Revenue,4. Scaling,5. Growth","We invest in emerging consumer products and brands (e.g. food, beverage, personal care, apparel, pet products, etc.) along with tech-enablement of the consumer buying process (e.g. DTC/e-commerce, retail, and supply chain innovation, etc.).  We invest in US-based companies with less than $10M of revenue (we do not have a ""minimum revenue"" but do not invest in pre-revenue companies).",VC,"$50,000 ","$500,000 "
Coyote Ventures,https://www.coyote.ventures/,https://www.linkedin.com/company/coyoteventures/,"San Francisco, CA, US",USA,"2. Prototype,3. Early Revenue","We invest in companies innovating in women’s health and wellness, in partnership with FemTech Focus.",VC,"$100,000 ","$250,000 "
Black Jays Investments,https://www.blackjays.vc/,https://www.linkedin.com/company/blackjays,"35 9th Ave, New York, NY 10014",USA,"3. Early Revenue,2. Prototype","We invest across consumer tech, marketplaces, and creator tools. ",VC,"$50,000 ","$250,000 "
100X.VC,https://www.100x.vc,https://www.linkedin.com/company/100x-vc/,"91 springboard, Godrej & Boyce, Gate No.2, LBS Marg, Vikhroli West, Mumbai, Maharashtra 400079",India,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in all sectors focused on writing the first cheque in Indian pre-seed / seed-stage startups. ,VC,"$35,000 ","$35,000 "
Verso Capital,https://www.versocapital.co/,https://www.linkedin.com/company/versocapital,"28 Boulevard Royal, L 2449 Luxembourg","USA,UK,Canada,Luxembourg,Liechtenstein,Monaco,Switzerland,Singapore,Hong Kong,France,UAE,Saudi Arabia","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in game-changing technology companies that create meaningful impact for the majority of human beings. At Verso Capital, our main investment theses are in edtech, cleantech and foodtech. We are stage and country agnostic - yet we only invest if the founding team manages to ""blow our minds"".",VC,"$1,000,000 ","$5,000,000 "
Voima Ventures,https://voimaventures.com/,https://www.linkedin.com/company/voima-ventures/,"Helsinki, Finland","Finland,Sweden,Norway,Denmark,Estonia,Latvia,Lithuania","2. Prototype,3. Early Revenue,4. Scaling,1. Idea or Patent",We invest in startups with strong deep tech and scientific background in the Nordics and Baltics.,VC,"$300,000 ","$1,000,000 "
Semantic Ventures,https://www.semantic.vc/,https://www.linkedin.com/company/semantic-ventures,"London, City of London EC2R 8DN, GB","UK,France,Spain,Germany,Sweden,Finland,Denmark,Italy,Norway,Russia,USA,Canada,Poland,Czech Republic,Ukraine,Portugal,Switzerland,Israel,Ireland,Belgium,Netherlands,Austria,Bulgaria,Croatia,Estonia,Greece,Iceland,Hungary,Lithuania,Romania,Serbia,Slovenia,Slovakia","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in new rails for data and the digital economy, including blockchain-based protocols and decentralized applications as well as software enablers.
",VC,"$250,000 ","$500,000 "
Startup-O,https://www.startup-o.com/,https://www.linkedin.com/company/startup-o/,"01-05, SULTAN LINK, 57, MOHAMED SULTAN ROAD,, SINGAPORE, Singapore 238997, SG","Australia,Canada,India,Malaysia,Singapore,Vietnam,Thailand,USA,UK,UAE,Philippines,New Zealand,Luxembourg,Indonesia","3. Early Revenue,4. Scaling","We invest in product-ready, early revenues tech-ventures, especially in B2B space. We are tech vertical agnostic but stage loyal. We invest in companies from any geography and are known as founder-friendly strategic investors given our networks and scaling expertise around the world and especially in Asia. ",VC,"$150,000 ","$500,000 "
Square Peg,https://squarepegcap.com,https://www.linkedin.com/company/square-peg-capital/,"44a Foveaux St, 4, Surry Hills, New South Wales 2010, AU","Australia,Israel,Singapore,Indonesia,Vietnam,Malaysia","3. Early Revenue,4. Scaling,2. Prototype,5. Growth","We invest in exceptional founders across Australia, Israel and Southeast Asia ",VC,"$1,000,000 ","$15,000,000 "
FTTF,https://fttf.vc,https://www.linkedin.com/company/fttf/,"Kaufingerstr. 24, 80331 Munich",Germany,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in start-ups using Fraunhofer technology,VC,"$300,000 ","$1,250,000 "
500 Istanbul,https://istanbul.500.co/,https://www.linkedin.com/company/500-startups/,"Eerste Weteringplantsoen 8, 1017 SK Amsterdam, the Netherlands","Turkey,Poland,Estonia,Latvia,Lithuania,Ukraine,Romania,Bulgaria,Slovenia,Greece,Slovakia,Hungary,Croatia,Bosnia-H,Montenegro,Albania,Serbia,North Macedonia,USA,UK","2. Prototype,3. Early Revenue","We invest in globally-focused seed stage startups with teams in Turkey, Eastern Europe and the Baltics.",VC,"$150,000 ","$1,000,000 "
Upheaval Investments,https://upheavalinvestments.com/,https://www.linkedin.com/company/upheavalinv/,"444 W Lake St, Chicago, Illinois US","USA,Canada,Germany,Israel,Brazil,Nigeria","3. Early Revenue,2. Prototype,4. Scaling,5. Growth",We invest in briliant teams solving meaninful problems through deep tech innovation.,VC,"$150,000 ","$2,000,000 "
Cocoon Capital,https://cocooncap.com/,https://www.linkedin.com/company/cocoon-capital/,"1 North Bridge Road, 08-08, Singapore, Singapore 179094, SG","Singapore,Vietnam,Indonesia,Thailand,Philippines,Myanmar,Malaysia","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in B2B and Deep tech startups across Southeast Asia. We are industry agnostic, investing within the medtech, fintech, insurtech, and other deep tech verticals.",VC,"$300,000 ","$750,000 "
Acceleprise VC,https://acceleprise.vc/,https://www.linkedin.com/company/acceleprise-san-francisco,"110 5th Ave, 5th Floor, New York, NY 10011, US","USA,Canada","2. Prototype,3. Early Revenue",We invest in pre-seed and seed stage B2B SaaS or B2B marketplace businesses. ,VC,"$100,000 ","$600,000 "
Real Ventures,https://www.realventures.com/,https://www.linkedin.com/company/real-ventures/,"51 Sherbrooke St W, Montreal, Quebec H2X 1X2",Canada,"2. Prototype,3. Early Revenue,4. Scaling,1. Idea or Patent","We invest in daring entrepreneurs with the ambition to create successful, global companies.",VC,"$500,000 ","$4,000,000 "
Motorola Solutions Venture Capital,https://www.motorolasolutions.com/en_us/about/company-overview/ventures.html,https://www.linkedin.com/company/motorolasolutions,"500 W. Monroe Street, Chicago, IL 60661, US","USA,Israel,Canada","3. Early Revenue,4. Scaling,5. Growth","We invest in startups transforming safety, security, and mission critical communications.",Corporate VC,"$1,000,000 ","$10,000,000 "
TGFS Technologiegründerfonds Sachsen,https://www.cfh.de/tgfs-start/,https://www.linkedin.com/company/tgfs/,"Hainstraße 4, 04109 Leipzig, Germany",Germany,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in startups and young companies in the high technology area headquartered or located in the State of Saxony / Germany. ,VC,"$100,000 ","$1,500,000 "
Edison Partners (US),https://www.edisonpartners.com/,https://www.linkedin.com/company/edison-partners/,"281 Witherspoon Street, Suite 300, Princeton, NJ 08540, US",USA,"5. Growth,4. Scaling","We invest in high growth companies in enterprise solutions, financial technology, and healthcare IT sectors located outside Silicon Valley and generating $10 to $30 million in revenue.",PE fund,"$10,000,000 ","$30,000,000 "
Tomahawk.VC,https://www.tomahawk.vc/,https://www.linkedin.com/company/tomahawk-vc/,"Pfäffikon, Schwyz 8808, CH","UK,Germany,Switzerland,Portugal,France,Austria,Belgium,Czech Republic,Croatia,Denmark,Estonia,Greece,Georgia,China,Sweden,Italy,Ukraine,Russia,Hungary,Finland,Norway,USA","3. Early Revenue,4. Scaling,5. Growth,2. Prototype",We invest in early stage FinTech and DeFi companies.,VC,"$300,000 ","$1,500,000 "
Act Venture Capital,https://www.actventure.capital,https://www.linkedin.com/company/act-venturecapital/,"6 Richview Office Park, Dublin 14, Dublin 14, IE","Ireland,UK,Germany,Norway,Denmark,France,Spain,Sweden","2. Prototype,3. Early Revenue,4. Scaling",We invest in all sectors (sector-agnostic). Focused on Seed and Series A/B opportunities across Europe.,VC,"$100,000 ","$10,000,000 "
Partech Partners,https://partechpartners.com/,https://www.linkedin.com/company/partech,"33, Rue du Mail 75002 Paris","France,Germany,USA,Israel,Senegal,Morocco,Tunisia,Egypt,South Africa,UK,Spain,Italy,Netherlands,Czech Republic,Poland,Belgium,Greece,Denmark,Finland,Sweden,Norway,Nigeria,Niger,Angola,Benin,Ghana,Ethiopia,Uganda,Rwanda,Kenya,Côte d'Ivoire,Cameroon,Mali,Madagascar,Malawi,Mauritius,Mauritania,Austria,Botswana,Burkina Faso,Estonia,Lithuania,Latvia,Indonesia,Singapore,Thailand,South Korea","3. Early Revenue,4. Scaling,5. Growth,2. Prototype","We invest in Europe, Africa and South-East Asia and US-based startups from seed to late stage.",VC,"$200,000 ","$60,000,000 "
Capital Factory,https://www.capitalfactory.com/,https://www.linkedin.com/company/capital-factory,"701 Brazos Street, Austin, TX 78701, US",USA,"3. Early Revenue,4. Scaling","We invest in Texas-based technology companies where we can add additional value through our help with customer, employee, and investor connections. ",VC,"$25,000 ","$250,000 "
Capital Lab Ventures,https://capitallab.com.br/,https://www.linkedin.com/company/capitallab/,"1 Ropemaker St, London EC2Y 9ST, Royaume-Uni","Brazil,UK,France,Switzerland,Sweden,Portugal,Estonia","3. Early Revenue,4. Scaling",We invest in deeptech Latam and Europe-based companies that will reshape the world in increasingly digital societies. ,VC,"$500,000 ","$3,000,000 "
Jenson Funding Partners,https://jensonfundingpartners.com,https://www.linkedin.com/company/jenson-funding-partners,"Runway East, 20 St Thomas Street, London, SE1 9RS.",UK,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth",We invest in early-stage to pre-Series A (SEIS & EIS) startups across all sectors. We start investing via our SEIS fund and can follow on funding via our EIS fund. ,VC,"$100,000 ","$500,000 "
Illuminate Financial,https://illuminatefinancial.com/,https://www.linkedin.com/company/illuminate-financial-management,"404 The Frames, Phipp Street, London, United Kingdom EC2A 4PS","USA,Canada,UK,Germany,Singapore,Israel","3. Early Revenue,4. Scaling,2. Prototype",We invest in founders who have built solutions that we believe will become key components powering financial services firms. We look for teams and businesses that are world-class with some demonstration of enterprise product-market-fit and will only invest if we believe we can make a meaningful positive difference to the company’s outcome. We are long-term partners and strive to be the hardest working investor in the cap table.,VC,"$500,000 ","$5,000,000 "
DTCP Deutsche Telekom Capital Partners,https://www.dtcp.capital/,https://www.linkedin.com/company/dtcp-capital/,"Am Sandtorpark 2, Hamburg, HH 20457, DE","USA,Israel,Germany,France,UK,Spain,Austria,Netherlands,Denmark,Italy,Portugal,Poland,Czech Republic,Sweden,Norway,Belgium,Switzerland,Romania,Bulgaria,Estonia,Latvia,Lithuania,Finland","5. Growth,6. Pre-IPO",We invest in cloud-based enterprise SaaS and digital infrastructure,VC,,
Seed + Speed Ventures,https://www.seedandspeed.com/,https://www.linkedin.com/company/seedandspeed/,"Poststrasse 21-22, 10178 Berlin, Germany","Germany,Switzerland,Austria","2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in pre-seed and seed stage software startups in Germany, Switzerland and Austria with a focus on b2b models.",Family office,"$60,000 ","$600,000 "
High Street Equity Partners,https://www.highstreetequity.com/,https://www.linkedin.com/company/high-street-equity-partners/ https://www.linkedin.com/company/high-street-equity-partners/,"Washington DC, United States",USA,"3. Early Revenue,4. Scaling","We invest in post-revenue tech-enabled companies, focused on underrepresented founders from underrepresented geographies.",VC,"$50,000 ","$400,000 "
York IE,https://york.ie/,https://www.linkedin.com/company/york-ie/,"175 Canal St, 6th Floor, Manchester, New Hampshire 03101, US",USA,3. Early Revenue,"We invest in:
- Business to Business (B2B) and scalable subscription-based revenue models (SaaS)
- Recurring revenue that is repeatable, scalable, sustainable, and poised for growth and scale
- Bias towards Infrastructure, Cyber Security, Developer Tools, Vertical SaaS and Tech
- Laggard markets ripe for disruption
- Strong industry and/or technology founder, preferably repeat founder but not necessary,
- Seeking to go to market (GTM) and growth help",VC,"$500,000 ","$2,000,000 "
Digital+ Partners,https://dplus.partners/,https://www.linkedin.com/company/digitalplus-partners,"Sendlinger Str. 10, 80331 Munich","Austria,Belgium,UK,Denmark,Germany,Switzerland,Poland,Czech Republic,Sweden,France,Spain","4. Scaling,5. Growth",We invest in B2B Software/Technology companies with $3M+ ARR,PE fund,"$15,000,000 ","$60,000,000 "
Innovation Endeavors,http://www.innovationendeavors.com/,https://www.linkedin.com/company/innovation-endeavors/mycompany/,"Palo Alto, California, United States","Israel,USA","3. Early Revenue,2. Prototype,1. Idea or Patent,4. Scaling","We invest in visionary founders, transformational technology and emergent ecosystems for a new world. Areas include supply chain, manufacturing, construction, enterprise software, fintech, and life sciences",VC,"$100,000 ","$15,000,000 "
SK Ventures,http://skvcap.com/,https://www.linkedin.com/in/ericnorlin/,"Florida, USA","Canada,USA","2. Prototype,1. Idea or Patent,3. Early Revenue","We invest in entrepreneurs that are science-driven, deep experts in their startup's domain.

We invest in areas around our subcritical thesis (https://skventures.substack.com/p/welcome-to-the-subcritical-society). ",VC,"$50,000 ","$250,000 "
Good Company,https://goodcompanyhq.com,https://www.linkedin.com/company/good-company-studio-fund,"Shadal 3, Tel Aviv, Israel",Israel,"2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in innovative, hyper scalable, software-centric, early-stage, Israeli companies. We are especially excited about: Future of Energy, Agriculture, the Future of Work and Education, Circular Economy, and Digital Health. However, we are constantly learning and looking for additional opportunities in other verticals. We are aiming to invest in the Operating System of the New, Sustainable World.",VC,"$100,000 ","$500,000 "
Strike Ventures,https://strike.ventures,https://www.linkedin.com/company/strikeventures,"607 W. Main St, Louisville, KY 40202, United States",USA,5. Growth,"We invest in software and software-enabled businesses which are scalable either nationally or globally, with proven staying power and a strategic path to acquisition, with ARR ranging from $500k to $10M. Our focus is on Kentucky-based companies.",VC,"$250,000 ","$1,000,000 "
